"Pair"	"pert_iname"	"target_chembl_id"	"chembl_target_name"	"standard_type"	"Median"	"uniprot_ID"	"target_gene_symbol"	"Drugs"
"Y-27632_CHEMBL3788"	"Y-27632"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Ki"	3981.07	"O00444"	"PLK4"	"Y-27632"
"anandamide_CHEMBL2243"	"anandamide"	"CHEMBL2243"	"Anandamide amidohydrolase"	"Ki"	10000	"O00519"	"FAAH"	"anandamide"
"flutamide_CHEMBL3180"	"flutamide"	"CHEMBL3180"	"Carboxylesterase 2"	"Ki"	2300	"O00748"	"CES2"	"flutamide"
"sodium-tanshinone-ii-a-sulfonate_CHEMBL3180"	"sodium-tanshinone-ii-a-sulfonate"	"CHEMBL3180"	"Carboxylesterase 2"	"Ki"	16345	"O00748"	"CES2"	"sodium-tanshinone-ii-a-sulfonate"
"valproic-acid_CHEMBL3180"	"valproic-acid"	"CHEMBL3180"	"Carboxylesterase 2"	"Ki"	7900000	"O00748"	"CES2"	"valproic-acid"
"alisertib_CHEMBL4630"	"alisertib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	6309.57	"O14757"	"CHEK1"	"alisertib"
"barasertib_CHEMBL4630"	"barasertib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	3162.28	"O14757"	"CHEK1"	"barasertib"
"barasertib-HQPA_CHEMBL4630"	"barasertib-HQPA"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	8154.785	"O14757"	"CHEK1"	"barasertib-HQPA"
"BMS-387032_CHEMBL4630"	"BMS-387032"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	3162.28	"O14757"	"CHEK1"	"BMS-387032"
"cediranib_CHEMBL4630"	"cediranib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	6309.57	"O14757"	"CHEK1"	"cediranib"
"CHIR-99021_CHEMBL4630"	"CHIR-99021"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"CHIR-99021"
"dovitinib_CHEMBL4630"	"dovitinib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	158.49	"O14757"	"CHEK1"	"dovitinib"
"erlotinib_CHEMBL4630"	"erlotinib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	6309.57	"O14757"	"CHEK1"	"erlotinib"
"fasudil_CHEMBL4630"	"fasudil"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"fasudil"
"fostamatinib_CHEMBL4630"	"fostamatinib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	1995.26	"O14757"	"CHEK1"	"fostamatinib"
"gefitinib_CHEMBL4630"	"gefitinib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	6309.57	"O14757"	"CHEK1"	"gefitinib"
"IKK-2-inhibitor-V_CHEMBL4630"	"IKK-2-inhibitor-V"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"IKK-2-inhibitor-V"
"imatinib_CHEMBL4630"	"imatinib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	6309.57	"O14757"	"CHEK1"	"imatinib"
"KD-025_CHEMBL4630"	"KD-025"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"KD-025"
"lapatinib_CHEMBL4630"	"lapatinib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	3162.28	"O14757"	"CHEK1"	"lapatinib"
"linifanib_CHEMBL4630"	"linifanib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	3162.28	"O14757"	"CHEK1"	"linifanib"
"linsitinib_CHEMBL4630"	"linsitinib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"linsitinib"
"LY-2090314_CHEMBL4630"	"LY-2090314"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"LY-2090314"
"MK-1775_CHEMBL4630"	"MK-1775"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	3162.28	"O14757"	"CHEK1"	"MK-1775"
"MLN-8054_CHEMBL4630"	"MLN-8054"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	6309.57	"O14757"	"CHEK1"	"MLN-8054"
"NVP-BEZ235_CHEMBL4630"	"NVP-BEZ235"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	50.12	"O14757"	"CHEK1"	"NVP-BEZ235"
"NVP-TAE684_CHEMBL4630"	"NVP-TAE684"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	100	"O14757"	"CHEK1"	"NVP-TAE684"
"palbociclib_CHEMBL4630"	"palbociclib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	2511.89	"O14757"	"CHEK1"	"palbociclib"
"PF-562271_CHEMBL4630"	"PF-562271"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	3162.28	"O14757"	"CHEK1"	"PF-562271"
"rucaparib_CHEMBL4630"	"rucaparib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"rucaparib"
"SB-203580_CHEMBL4630"	"SB-203580"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	5011.87	"O14757"	"CHEK1"	"SB-203580"
"SB-239063_CHEMBL4630"	"SB-239063"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"SB-239063"
"SB-242235_CHEMBL4630"	"SB-242235"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"SB-242235"
"sorafenib_CHEMBL4630"	"sorafenib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	6309.57	"O14757"	"CHEK1"	"sorafenib"
"sotrastaurin_CHEMBL4630"	"sotrastaurin"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	5011.87	"O14757"	"CHEK1"	"sotrastaurin"
"STA-5326_CHEMBL4630"	"STA-5326"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"STA-5326"
"SYK-inhibitor_CHEMBL4630"	"SYK-inhibitor"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"SYK-inhibitor"
"TAK-715_CHEMBL4630"	"TAK-715"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	7943.28	"O14757"	"CHEK1"	"TAK-715"
"tandutinib_CHEMBL4630"	"tandutinib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	6309.57	"O14757"	"CHEK1"	"tandutinib"
"tozasertib_CHEMBL4630"	"tozasertib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	3162.28	"O14757"	"CHEK1"	"tozasertib"
"VX-745_CHEMBL4630"	"VX-745"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	6309.57	"O14757"	"CHEK1"	"VX-745"
"Y-27632_CHEMBL4630"	"Y-27632"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	3162.28	"O14757"	"CHEK1"	"Y-27632"
"ZM-447439_CHEMBL4630"	"ZM-447439"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"Ki"	3162.28	"O14757"	"CHEK1"	"ZM-447439"
"AMG-837_CHEMBL4422"	"AMG-837"	"CHEMBL4422"	"Free fatty acid receptor 1"	"Ki"	41.69	"O14842"	"FFAR1"	"AMG-837"
"TAK-875_CHEMBL4422"	"TAK-875"	"CHEMBL4422"	"Free fatty acid receptor 1"	"Ki"	38	"O14842"	"FFAR1"	"TAK-875"
"BMS-345541_CHEMBL1991"	"BMS-345541"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	300	"O14920"	"IKBKB"	"BMS-345541"
"cediranib_CHEMBL1991"	"cediranib"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"cediranib"
"CHIR-99021_CHEMBL1991"	"CHIR-99021"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"CHIR-99021"
"dovitinib_CHEMBL1991"	"dovitinib"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"dovitinib"
"erlotinib_CHEMBL1991"	"erlotinib"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"erlotinib"
"fasudil_CHEMBL1991"	"fasudil"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"fasudil"
"gefitinib_CHEMBL1991"	"gefitinib"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"gefitinib"
"GW-843682X_CHEMBL1991"	"GW-843682X"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"GW-843682X"
"imatinib_CHEMBL1991"	"imatinib"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"imatinib"
"lapatinib_CHEMBL1991"	"lapatinib"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"lapatinib"
"linifanib_CHEMBL1991"	"linifanib"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"linifanib"
"SB-203580_CHEMBL1991"	"SB-203580"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"SB-203580"
"SB-239063_CHEMBL1991"	"SB-239063"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"SB-239063"
"SB-242235_CHEMBL1991"	"SB-242235"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"SB-242235"
"sorafenib_CHEMBL1991"	"sorafenib"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"sorafenib"
"TAK-715_CHEMBL1991"	"TAK-715"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	1584.89	"O14920"	"IKBKB"	"TAK-715"
"tandutinib_CHEMBL1991"	"tandutinib"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"tandutinib"
"tozasertib_CHEMBL1991"	"tozasertib"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"tozasertib"
"VX-745_CHEMBL1991"	"VX-745"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"VX-745"
"Y-27632_CHEMBL1991"	"Y-27632"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"Ki"	3162.28	"O14920"	"IKBKB"	"Y-27632"
"alisertib_CHEMBL4722"	"alisertib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	0.5012	"O14965"	"AURKA"	"alisertib"
"barasertib_CHEMBL4722"	"barasertib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	703.905	"O14965"	"AURKA"	"barasertib"
"barasertib-HQPA_CHEMBL4722"	"barasertib-HQPA"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	858.115	"O14965"	"AURKA"	"barasertib-HQPA"
"BMS-387032_CHEMBL4722"	"BMS-387032"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	1584.89	"O14965"	"AURKA"	"BMS-387032"
"cediranib_CHEMBL4722"	"cediranib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	3162.28	"O14965"	"AURKA"	"cediranib"
"CHIR-99021_CHEMBL4722"	"CHIR-99021"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	3162.28	"O14965"	"AURKA"	"CHIR-99021"
"dovitinib_CHEMBL4722"	"dovitinib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	1000	"O14965"	"AURKA"	"dovitinib"
"erlotinib_CHEMBL4722"	"erlotinib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	1584.89	"O14965"	"AURKA"	"erlotinib"
"fasudil_CHEMBL4722"	"fasudil"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	1584.89	"O14965"	"AURKA"	"fasudil"
"fostamatinib_CHEMBL4722"	"fostamatinib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	501.19	"O14965"	"AURKA"	"fostamatinib"
"gefitinib_CHEMBL4722"	"gefitinib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	3162.28	"O14965"	"AURKA"	"gefitinib"
"GSK-1070916_CHEMBL4722"	"GSK-1070916"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	491	"O14965"	"AURKA"	"GSK-1070916"
"GW-843682X_CHEMBL4722"	"GW-843682X"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"Ki"	3981.07	"O14965"	"AURKA"	"GW-843682X"
