"Pair"	"pert_iname"	"target_chembl_id"	"chembl_target_name"	"standard_type"	"Median"	"uniprot_ID"	"target_gene_symbol"	"Drugs"
"enzastaurin_CHEMBL5476"	"enzastaurin"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"enzastaurin"
"erlotinib_CHEMBL5476"	"erlotinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"erlotinib"
"foretinib_CHEMBL5476"	"foretinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"foretinib"
"fostamatinib_CHEMBL5476"	"fostamatinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	720	"O00238"	"BMPR1B"	"fostamatinib"
"GDC-0879_CHEMBL5476"	"GDC-0879"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	1800	"O00238"	"BMPR1B"	"GDC-0879"
"GDC-0941_CHEMBL5476"	"GDC-0941"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"GDC-0941"
"gefitinib_CHEMBL5476"	"gefitinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"gefitinib"
"GSK-461364_CHEMBL5476"	"GSK-461364"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"GSK-461364"
"imatinib_CHEMBL5476"	"imatinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"imatinib"
"lapatinib_CHEMBL5476"	"lapatinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"lapatinib"
"linifanib_CHEMBL5476"	"linifanib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	710	"O00238"	"BMPR1B"	"linifanib"
"midostaurin_CHEMBL5476"	"midostaurin"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"midostaurin"
"MLN-8054_CHEMBL5476"	"MLN-8054"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"MLN-8054"
"neratinib_CHEMBL5476"	"neratinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"neratinib"
"nilotinib_CHEMBL5476"	"nilotinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"nilotinib"
"NVP-TAE684_CHEMBL5476"	"NVP-TAE684"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	0.85	"O00238"	"BMPR1B"	"NVP-TAE684"
"PD-184352_CHEMBL5476"	"PD-184352"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"PD-184352"
"PHA-665752_CHEMBL5476"	"PHA-665752"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"PHA-665752"
"PI-103_CHEMBL5476"	"PI-103"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"PI-103"
"PLX-4720_CHEMBL5476"	"PLX-4720"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	3100	"O00238"	"BMPR1B"	"PLX-4720"
"R-547_CHEMBL5476"	"R-547"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"R-547"
"RAF-265_CHEMBL5476"	"RAF-265"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"RAF-265"
"SB-203580_CHEMBL5476"	"SB-203580"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	3300	"O00238"	"BMPR1B"	"SB-203580"
"selumetinib_CHEMBL5476"	"selumetinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"selumetinib"
"SGX523_CHEMBL5476"	"SGX523"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"SGX523"
"sorafenib_CHEMBL5476"	"sorafenib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"sorafenib"
"tandutinib_CHEMBL5476"	"tandutinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"tandutinib"
"TG-100115_CHEMBL5476"	"TG-100115"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"TG-100115"
"TG-101348_CHEMBL5476"	"TG-101348"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	410	"O00238"	"BMPR1B"	"TG-101348"
"tofacitinib_CHEMBL5476"	"tofacitinib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"tofacitinib"
"tozasertib_CHEMBL5476"	"tozasertib"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	1100	"O00238"	"BMPR1B"	"tozasertib"
"VX-745_CHEMBL5476"	"VX-745"	"CHEMBL5476"	"Bone morphogenetic protein receptor type-1B"	"Kd"	10000	"O00238"	"BMPR1B"	"VX-745"
"afatinib_CHEMBL3130"	"afatinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"afatinib"
"alvocidib_CHEMBL3130"	"alvocidib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"alvocidib"
"AT-7519_CHEMBL3130"	"AT-7519"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"AT-7519"
"barasertib-HQPA_CHEMBL3130"	"barasertib-HQPA"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"barasertib-HQPA"
"BI-2536_CHEMBL3130"	"BI-2536"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	7600	"O00329"	"PIK3CD"	"BI-2536"
"BMS-345541_CHEMBL3130"	"BMS-345541"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"BMS-345541"
"BMS-387032_CHEMBL3130"	"BMS-387032"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"BMS-387032"
"brivanib_CHEMBL3130"	"brivanib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"brivanib"
"canertinib_CHEMBL3130"	"canertinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"canertinib"
"cediranib_CHEMBL3130"	"cediranib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"cediranib"
"crizotinib_CHEMBL3130"	"crizotinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"crizotinib"
"dovitinib_CHEMBL3130"	"dovitinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"dovitinib"
"enzastaurin_CHEMBL3130"	"enzastaurin"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"enzastaurin"
"erlotinib_CHEMBL3130"	"erlotinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"erlotinib"
"foretinib_CHEMBL3130"	"foretinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"foretinib"
"fostamatinib_CHEMBL3130"	"fostamatinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	4200	"O00329"	"PIK3CD"	"fostamatinib"
"GDC-0879_CHEMBL3130"	"GDC-0879"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"GDC-0879"
"GDC-0941_CHEMBL3130"	"GDC-0941"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	5	"O00329"	"PIK3CD"	"GDC-0941"
"gefitinib_CHEMBL3130"	"gefitinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"gefitinib"
"GSK-461364_CHEMBL3130"	"GSK-461364"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	3100	"O00329"	"PIK3CD"	"GSK-461364"
"imatinib_CHEMBL3130"	"imatinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"imatinib"
"lapatinib_CHEMBL3130"	"lapatinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"lapatinib"
"linifanib_CHEMBL3130"	"linifanib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"linifanib"
"midostaurin_CHEMBL3130"	"midostaurin"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"midostaurin"
"MLN-8054_CHEMBL3130"	"MLN-8054"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"MLN-8054"
"neratinib_CHEMBL3130"	"neratinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"neratinib"
"nilotinib_CHEMBL3130"	"nilotinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"nilotinib"
"NVP-TAE684_CHEMBL3130"	"NVP-TAE684"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"NVP-TAE684"
"PD-184352_CHEMBL3130"	"PD-184352"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"PD-184352"
"PHA-665752_CHEMBL3130"	"PHA-665752"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"PHA-665752"
"PI-103_CHEMBL3130"	"PI-103"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	17	"O00329"	"PIK3CD"	"PI-103"
"PLX-4720_CHEMBL3130"	"PLX-4720"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"PLX-4720"
"R-547_CHEMBL3130"	"R-547"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"R-547"
"RAF-265_CHEMBL3130"	"RAF-265"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"RAF-265"
"SB-203580_CHEMBL3130"	"SB-203580"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"SB-203580"
"selumetinib_CHEMBL3130"	"selumetinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"selumetinib"
"SGX523_CHEMBL3130"	"SGX523"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"SGX523"
"sorafenib_CHEMBL3130"	"sorafenib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"sorafenib"
"tandutinib_CHEMBL3130"	"tandutinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"tandutinib"
"TG-100115_CHEMBL3130"	"TG-100115"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	250	"O00329"	"PIK3CD"	"TG-100115"
"TG-101348_CHEMBL3130"	"TG-101348"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"TG-101348"
"tofacitinib_CHEMBL3130"	"tofacitinib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"tofacitinib"
"tozasertib_CHEMBL3130"	"tozasertib"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"tozasertib"
"VX-745_CHEMBL3130"	"VX-745"	"CHEMBL3130"	"PI3-kinase p110-delta subunit"	"Kd"	10000	"O00329"	"PIK3CD"	"VX-745"
"afatinib_CHEMBL3788"	"afatinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"afatinib"
"alvocidib_CHEMBL3788"	"alvocidib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	8400	"O00444"	"PLK4"	"alvocidib"
"AT-7519_CHEMBL3788"	"AT-7519"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"AT-7519"
"barasertib-HQPA_CHEMBL3788"	"barasertib-HQPA"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	4700	"O00444"	"PLK4"	"barasertib-HQPA"
"BI-2536_CHEMBL3788"	"BI-2536"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"BI-2536"
"BMS-345541_CHEMBL3788"	"BMS-345541"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"BMS-345541"
"BMS-387032_CHEMBL3788"	"BMS-387032"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"BMS-387032"
"brivanib_CHEMBL3788"	"brivanib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"brivanib"
"canertinib_CHEMBL3788"	"canertinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"canertinib"
"cediranib_CHEMBL3788"	"cediranib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	2100	"O00444"	"PLK4"	"cediranib"
"CP-724714_CHEMBL3788"	"CP-724714"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"CP-724714"
"crizotinib_CHEMBL3788"	"crizotinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	60	"O00444"	"PLK4"	"crizotinib"
"dovitinib_CHEMBL3788"	"dovitinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"dovitinib"
"enzastaurin_CHEMBL3788"	"enzastaurin"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"enzastaurin"
"erlotinib_CHEMBL3788"	"erlotinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	5950	"O00444"	"PLK4"	"erlotinib"
"foretinib_CHEMBL3788"	"foretinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	3.5	"O00444"	"PLK4"	"foretinib"
"fostamatinib_CHEMBL3788"	"fostamatinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	4.2	"O00444"	"PLK4"	"fostamatinib"
"GDC-0879_CHEMBL3788"	"GDC-0879"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"GDC-0879"
"GDC-0941_CHEMBL3788"	"GDC-0941"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	2600	"O00444"	"PLK4"	"GDC-0941"
"gefitinib_CHEMBL3788"	"gefitinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"gefitinib"
"GSK-461364_CHEMBL3788"	"GSK-461364"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"GSK-461364"
"imatinib_CHEMBL3788"	"imatinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	7800	"O00444"	"PLK4"	"imatinib"
"lapatinib_CHEMBL3788"	"lapatinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"lapatinib"
"linifanib_CHEMBL3788"	"linifanib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	6150	"O00444"	"PLK4"	"linifanib"
"midostaurin_CHEMBL3788"	"midostaurin"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	66	"O00444"	"PLK4"	"midostaurin"
"MLN-8054_CHEMBL3788"	"MLN-8054"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	410	"O00444"	"PLK4"	"MLN-8054"
"neratinib_CHEMBL3788"	"neratinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"neratinib"
"nilotinib_CHEMBL3788"	"nilotinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"nilotinib"
"NVP-TAE684_CHEMBL3788"	"NVP-TAE684"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	0.93	"O00444"	"PLK4"	"NVP-TAE684"
"PD-184352_CHEMBL3788"	"PD-184352"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"PD-184352"
"pelitinib_CHEMBL3788"	"pelitinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"pelitinib"
"PHA-665752_CHEMBL3788"	"PHA-665752"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	410	"O00444"	"PLK4"	"PHA-665752"
"PI-103_CHEMBL3788"	"PI-103"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"PI-103"
"PLX-4720_CHEMBL3788"	"PLX-4720"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	3500	"O00444"	"PLK4"	"PLX-4720"
"R-547_CHEMBL3788"	"R-547"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"R-547"
"RAF-265_CHEMBL3788"	"RAF-265"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"RAF-265"
"roscovitine_CHEMBL3788"	"roscovitine"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"roscovitine"
"SB-203580_CHEMBL3788"	"SB-203580"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"SB-203580"
"selumetinib_CHEMBL3788"	"selumetinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"selumetinib"
"SGX523_CHEMBL3788"	"SGX523"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"SGX523"
"sorafenib_CHEMBL3788"	"sorafenib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	4500	"O00444"	"PLK4"	"sorafenib"
"tandutinib_CHEMBL3788"	"tandutinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"tandutinib"
"TG-100115_CHEMBL3788"	"TG-100115"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"TG-100115"
"TG-101348_CHEMBL3788"	"TG-101348"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	96	"O00444"	"PLK4"	"TG-101348"
"tofacitinib_CHEMBL3788"	"tofacitinib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"tofacitinib"
"tozasertib_CHEMBL3788"	"tozasertib"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	9.2	"O00444"	"PLK4"	"tozasertib"
"VX-745_CHEMBL3788"	"VX-745"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"Kd"	10000	"O00444"	"PLK4"	"VX-745"
"afatinib_CHEMBL5552"	"afatinib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"afatinib"
"alvocidib_CHEMBL5552"	"alvocidib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"alvocidib"
"AT-7519_CHEMBL5552"	"AT-7519"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"AT-7519"
"barasertib-HQPA_CHEMBL5552"	"barasertib-HQPA"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"barasertib-HQPA"
"BI-2536_CHEMBL5552"	"BI-2536"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"BI-2536"
"BMS-345541_CHEMBL5552"	"BMS-345541"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"BMS-345541"
"BMS-387032_CHEMBL5552"	"BMS-387032"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"BMS-387032"
"brivanib_CHEMBL5552"	"brivanib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"brivanib"
"canertinib_CHEMBL5552"	"canertinib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"canertinib"
"cediranib_CHEMBL5552"	"cediranib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"cediranib"
"CP-724714_CHEMBL5552"	"CP-724714"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"CP-724714"
"crizotinib_CHEMBL5552"	"crizotinib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"crizotinib"
"dovitinib_CHEMBL5552"	"dovitinib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	1200	"O00506"	"STK25"	"dovitinib"
"enzastaurin_CHEMBL5552"	"enzastaurin"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"enzastaurin"
"erlotinib_CHEMBL5552"	"erlotinib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"erlotinib"
"foretinib_CHEMBL5552"	"foretinib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	5700	"O00506"	"STK25"	"foretinib"
"fostamatinib_CHEMBL5552"	"fostamatinib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	9200	"O00506"	"STK25"	"fostamatinib"
"GDC-0879_CHEMBL5552"	"GDC-0879"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"GDC-0879"
"GDC-0941_CHEMBL5552"	"GDC-0941"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"GDC-0941"
"gefitinib_CHEMBL5552"	"gefitinib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"gefitinib"
"GSK-461364_CHEMBL5552"	"GSK-461364"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"GSK-461364"
"imatinib_CHEMBL5552"	"imatinib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"imatinib"
"lapatinib_CHEMBL5552"	"lapatinib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"lapatinib"
"linifanib_CHEMBL5552"	"linifanib"	"CHEMBL5552"	"Serine/threonine-protein kinase 25"	"Kd"	10000	"O00506"	"STK25"	"linifanib"
