Genes log2FoldChange
COL12A1 1.62039355572684
PAK1IP1 1.35147720133806
NCOA7 1.11677174557971
ULBP1 4.2683047274415
FBXO5 1.68917005460578
FANCE 1.0852961113554
MRPL18 1.06784526080874
MCM3 1.54764072966664
CD83 1.79750391517678
RBM24 -1.23132767547196
TREML2 2.28407597856882
FHL5 -1.37109732057155
E2F3 1.66604259182459
BVES -1.55237476586234
WASF1 1.33232758876303
GMNN 1.42198245112432
SOBP -1.21334316730818
EPM2A -1.24436910760285
MDFI 1.36164513115392
SMOC2 -1.69311834722021
BYSL 1.53149309470131
PPP2R5D 1.04753056750539
MRPL2 1.35939104071433
PTK7 2.24970067994065
DNPH1 1.33928695282493
VEGFA 1.31574693799698
TTK 2.30880788342798
LY86 1.91329213307119
MEP1A 1.54530883626744
PCDHB2 1.58749355580938
CEP72 1.06975671935166
C7 -3.2229159505889
NME5 -1.80318916256814
KIF20A 2.8677493167576
LOX 1.66308047721984
TMCO6 1.01080961022653
SPARC 1.78484024168682
POLR3G 1.40750334301271
DROSHA 1.10079790016628
LMNB1 2.13377745065568
SUB1 1.13918586322178
TARS 1.18849308479079
RAD1 1.27632254060895
BRIX1 1.88954825863006
ST8SIA4 1.2893137313044
GNPDA1 1.25963502329185
NUP155 1.62058823671774
LIFR -2.46814801948078
C9 1.29540288223237
PDGFRB 1.20569491926048
STC2 3.12849916751322
HRH2 -2.8264114342565
CNTN3 -3.08580162437007
SMC4 1.86329035922038
TBCCD1 1.06237670724847
TIMMDC1 1.07353211316613
KNG1 2.94030760596826
HRG 2.39529309193647
CLDN16 3.03799064860194
CD86 2.26783491004127
NIT2 1.10728691249761
RBP2 3.85610131395916
RBP1 2.90664340470961
RNF7 1.20436086521275
BCHE -1.70849596105716
PDCD10 1.20980952103733
WNT5A 1.89956035414217
PFKFB4 1.16160438699154
c(\COL7A1\, \MIR711\) 2.85921667425549
HES1 1.26156580033942
ACAP2 1.08938483368488
ECT2 2.58456508975624
TFG 1.1467333915257
FXR1 1.14857686075329
UMPS 1.08102660772975
NCBP2 1.31835270002177
PLXNA1 1.42237147359993
CSPG5 1.24361899876332
MRPL3 1.25150962140375
COMMD2 1.2541684977097
RRP9 1.32482725345471
ZBTB47 -1.13722805214266
CLCN2 1.47508239212804
ADAM23 2.36519699082179
DGUOK 1.36767555017577
RTKN 1.69041157913765
IL1A 3.37048153637165
CCL20 2.04067830409736
NCL 1.10799269407626
ACTR3 1.00646822306447
SF3B6 1.31312606458184
POMC 3.2614962529676
CENPA 2.30554358062764
ITGA4 1.4434135503213
PSMD14 1.320051942712
ASB3 1.07858311577462
PPM1G 1.25401116659193
IFIH1 1.35911359731753
PCGF1 1.15479051499535
GRB14 1.79741593237355
LOXL3 1.03085949401308
ACADL -2.54984318007138
EVA1A 3.98362427575543
WDR75 1.14286651063218
FANCL 1.24263962714006
STAT1 1.62063191720186
GLS 1.39051745269563
KCNJ13 -1.81691467030322
CCT4 1.18621321332576
OTX1 1.82260151150298
TXNDC9 1.07653382578387
GNLY 2.97469502729578
HSPE1 1.4531038663209
SMYD1 -3.71273765731949
IL1RL2 1.02983139415416
SLC9A2 -1.70087439681407
ABCB6 1.32419903052285
SLC5A7 -3.54075859611422
PASK 1.11232392968112
TPO -1.43778632923353
TAF1B 1.1409351609869
ODC1 1.93617859888617
QPCT 2.36927023986069
DLX2 2.28223995200302
PLCL1 -1.58539115799881
SLC1A4 1.67142356096656
KYNU 2.57088241878353
PNO1 1.2091340136724
PLEK 1.57968645261441
KISS1R 3.20477177552571
ARID3A 1.93885789162204
SUMO1 1.02613425033533
GRIN3B 1.50581923023703
VAX2 2.21285068771824
ATP6V1B1 2.33400439564699
MSH6 1.11161212959591
PRRX1 1.78565285731602
GPX7 1.68238907776432
CACYBP 1.50541802287706
TPSG1 -1.24901535390745
ANGPTL1 -2.90161073676053
LRRC42 1.18718948039635
CHD5 -2.42180841760554
HDAC1 1.0122043936477
CAPZA1 1.09182626802102
RNF19B 1.04549234963343
SCAMP3 1.11628711644371
DLGAP3 2.08494355714146
RHOU -1.04860948373264
SRM 1.32386635645973
FBXO2 1.55510107262021
FBXO6 1.41595435561073
MAD2L2 1.64865635262451
LEPR -1.96916423194637
MIIP 1.37121563111243
SMG7 1.0100514347375
NCF2 2.02943250503903
RGS2 -1.07279703151632
CD58 1.18647943459475
TTF2 1.63438810930777
KIF21B 1.34117728382636
MRPS15 1.0183502836221
C1orf109 1.02426715489535
LGALS8 1.03730663612033
BMP8B 1.32153662141404
MYCL 2.42586337737397
KMO 1.03231679450441
RIMS3 -1.08387398434952
MFAP2 3.43299113358608
ACTL8 6.7861842773674
SSX2IP 1.04378233227697
GBP1 2.0713073419834
P3H1 1.65121194455223
SLC2A1 1.66871767577996
c(\EBNA1BP2\, \MIR6733\) 1.27124881613931
CDC20 2.71881635674567
ERI3 1.04888737262914
PRDX1 1.13815360954097
DARS2 1.38674791021638
IRF6 1.33339327551183
DIEXF 1.12267949694508
c(\STMN1\, \MIR3917\) 2.55842622724962
NEK2 2.92283450308581
CENPF 2.71381712392322
TXNDC12 1.08553714747565
CD3EAP 1.26031485555763
RCN2 1.22505043415772
MMP8 3.74890807105202
KPTN 1.52965803118016
KIF14 2.87556698308351
FILIP1 -1.67069971561055
TNFAIP3 1.97879647517278
CTGF -1.02729164601383
TCF21 -1.21185572438426
SLC16A7 -2.0211762205771
DCLRE1B 1.56357342434873
MYL12B 1.0145608662906
RPN2 1.03685241138468
TGIF2 1.61542215633821
CASQ2 -3.33891247369143
SPP1 6.01701365376235
UCHL3 1.13231698979861
PCDH17 1.23586922925063
SATB2 1.17500449167764
TRPM6 1.72042148106422
KLF9 -1.42295504182655
C2orf40 -4.32136193337022
CPSF3 1.33976583908381
HEATR1 1.22131275377238
PTBP3 1.0221050461349
RAD23B 1.02949420773973
WDR34 1.60764116985092
SET 1.29375657892936
GLE1 1.12379084736519
NR4A3 -2.09344977115258
CSF3R 1.37900113912675
PGF 2.43619557716057
IFI27L2 1.60073158109453
ACYP1 1.49330963657541
FLVCR2 1.41402819449778
SLIRP 1.10408641024969
ALDH6A1 -1.22366231836348
GPR68 1.51289446798935
ESRRB -4.06839855935876
BCL11A 1.87214167241184
ELOVL3 2.95511380300214
IFIT3 2.29843782085818
IFIT2 2.25149233702368
PPP1R3C -1.53088293976149
CNNM1 1.97668578943507
SMNDC1 1.02988285815961
HELLS 1.75858577958937
CD274 1.89957273397937
MTHFD1L 1.77487272860187
CYSTM1 -1.53580163810454
PCDHB8 1.94273299236589
CENPL 1.7727110236771
GORAB 1.22935856959705
ACAT2 1.01512510205495
PDZD11 1.10997559154871
NUDCD1 1.64011356995538
MASTL 1.69085434992324
CCDC77 1.41767884042287
TNFSF11 3.10071827626697
PROSER1 1.03095896504613
HSPH1 1.24062281177611
EXOSC8 1.13771857156666
TGFBI 2.66993655155479
MYOT -1.64009108925246
UTP20 1.05511783263549
TMPO 1.2942541624575
TNFRSF10B 1.28417377672838
ADRA1A -2.3910816024299
ZNF706 1.02760891655448
CRISPLD1 1.62381302063717
COIL 1.14702981382693
SLC35B1 1.16618551368156
TBX4 3.36205621533079
NCAPH 2.65892295752253
LRAT 3.28480821062983
MND1 2.48017371765677
ADCY7 1.24629432765089
CEP89 1.04990190052981
A1BG 1.72759602450053
ZSCAN18 -1.2239442392527
PDZRN3 -1.36636540410865
RNF2 1.28051043392962
POPDC2 -1.03484666485804
NAA50 1.04554336042525
CD80 2.61328476169426
KIF18A 2.83844723876796
DEPDC7 1.79039328811735
c(\PILRB\, \MIR6840\) 1.30044886198973
GJA3 3.21115888897136
FABP3 -1.18187873265089
TMEM39B 1.00525728071708
TNFSF10 2.27150262484585
ZNF639 1.30526959075284
SLITRK3 -2.07011194401347
TMEM156 1.70545232546096
CPXM2 -1.98842099386367
CSMD2 1.4796919564775
TMIGD3 1.6452325567971
CXCR4 1.36807635243205
SV2C -2.66951025201519
PAEP 5.99552092918413
OBP2A 3.34783387562237
MRPS2 1.12338447790745
FMOD -1.6570340759569
LDB3 -3.31863576952297
ODF2L 1.59317696850875
PTGFR -2.10593539215073
CCDC18 1.03796798037906
PMS2 1.05860528885974
KLHL7 1.07537351704206
CBX3 1.59124278773288
HNRNPA2B1 1.14513667732628
WIPF3 -1.31920422714453
NPY -3.46567030019348
FAM126A 1.24423169794059
INHBA 2.54260892844926
NT5C3A 1.22213875935307
CCZ1 1.1047061547549
MRM2 1.17497668823904
TWIST1 2.45072785865259
RECK -1.28627372743449
CALD1 -1.82257465873145
PLAU 3.71101515289544
EGR2 1.7436050039568
P4HA1 1.14019515110234
ZWINT 1.88478088938325
RBM19 1.02074438814692
c(\CIT\, \MIR1178\) 1.39381450419021
IFT81 1.01079266918301
CDKN2C 1.07650624166555
NECAB1 -1.89060013198022
DDX39A 1.85337807981051
EBPL 1.03590490672321
NLN 1.03012757946354
CENPK 2.23890455257154
ITIH5 -1.7978912816642
ORMDL2 1.01585531732134
PDE1B -1.85327237879554
HOXC13 3.20282520865943
CDK2 1.62956405702506
HOXC11 2.73239084459489
HOXC12 5.74377299934714
TUBA1B 1.43205553510475
STIL 2.18071158944101
HJURP 2.57389913451286
IL13RA2 3.40158081881857
COL10A1 6.81047676042427
PLP1 -3.14413365646353
RAB9B -2.10449039231364
MAGEA9 8.01609675775792
METTL8 1.03749644919024
NMI 1.41848481317596
TNFAIP6 1.7525680923368
LPGAT1 1.03718678706585
KCNJ2 1.59048054030148
RAP2C 1.10525239666126
EXOSC9 1.25513238530499
C4BPA 4.02197228529681
CKS2 2.7184064147062
INHA 3.20966231483668
CTCFL 3.46611930296204
KCNS1 2.73906872127808
SLC12A5 1.64175659364018
GDAP1L1 -1.76851417603086
CSE1L 1.56299362210851
PTGIS -2.1017914331903
CDH26 1.98162383543945
SNAI1 1.60688705567861
PMEPA1 2.32479769881791
RNF114 1.01240205492099
DDX27 1.25290623691374
ZBP1 1.93407338986562
MAGEA10 6.8519046801282
FASTKD3 1.24057354313523
IL9R 1.26029727154827
PAIP2B -1.43917335630772
IL17C 4.05690980187277
HIF3A -1.50702907638597
NDP 2.37758018473001
F13A1 -1.56895836272985
GRM4 2.88243267953947
TRERF1 1.03175179123709
BTN2A2 1.08921963561754
RRP36 1.143203154529
SNRPC 1.5154696699288
XPO5 1.52434307137437
ABCC10 1.00958839471185
HIST1H1D 1.90199730726706
PRICKLE4 1.15269332267592
ZNF391 1.14871052549673
MOCS1 -1.18017318193864
HIST1H2BJ 1.68484150486074
MED20 1.10445878693118
MAD2L1BP 1.04352638259389
APOBEC2 -2.84386132649827
GNMT -2.35620180361132
TREM1 3.54088600039873
MEA1 1.38969450572957
SOX4 1.45277885693011
GLO1 1.13833010524815
RIOK1 1.0660095695336
RPP40 1.32814309784157
DEK 1.17370737068628
EEF1E1 1.0019059480625
RUNX2 2.37679849328069
CXCL6 4.70791595521566
SCGB2A1 -1.64531145521592
SSUH2 1.67777555097449
MT1G -2.70755790305173
PIWIL1 4.36059179737647
ABCC4 1.20193448116716
C17orf53 2.71342971792148
UPF3B 1.26435756686806
PTGER2 -1.97782600748671
NUP85 1.29600364291718
SLC25A19 1.19443870807565
NT5C 1.02231063896654
C1orf61 2.5873833127367
DDX31 1.10908179685459
OPRL1 1.1415571470524
FNDC11 1.83616613122958
IL1B 2.40992964887491
POLR1B 1.07632470235622
TNFSF9 2.2839100145969
GRIA3 -1.16150920125704
THOC2 1.03574834611182
CD70 2.9281772951284
SNRPD2 1.4301946943147
DTD1 1.01349255644572
RBCK1 1.05247427067609
SNRPB 1.75628864859327
LAMP5 2.77179437924294
SNRPB2 1.39675450132075
MGME1 1.4938092369404
ITPA 1.14813806192132
TCF15 2.54676992112716
MCM8 1.79606898958406
TMEM74B 1.63134081304522
FAM110A 1.58644165292795
MRPS26 1.1027865780612
RALY 1.22738189909257
EIF2S2 1.16165024845887
ROMO1 1.30278934469767
CEP250 1.23524945387655
PSMB2 1.37192786805823
XRCC3 1.0155878056254
SLURP1 -1.30332303092723
IGFLR1 1.33976739230656
PDCD2L 1.50816815562938
RBM42 1.25424229214191
UBA2 1.19855462618472
FFAR2 2.5863350140967
HCST 1.31059317574274
NR1D1 1.26205492771603
FRMD8 1.15417341387964
BCL2L12 1.62740451469517
IRF3 1.07607760739149
PRMT1 1.41269193882468
IFI6 2.89207833470206
SSX1 6.53714901038535
ELK1 1.14529514315604
TIMM17B 1.17327007930802
SIX1 3.52134220051557
DLGAP5 2.73919766164071
L3HYPDH 1.12978190506386
EVI2A 1.0776894691145
FAM78A 1.09605649095104
SLC10A3 1.16466844972388
TMEM35A -2.14520340310985
TIMM8A 1.22855873773926
IPPK 1.24776439385679
FGD3 1.27926742657331
HIVEP3 1.34658345256975
BCL11B 1.73361142452002
TRAF2 1.30992855328067
MASP1 -2.45600194733395
RAP1B 1.14712779413095
RAB3IP 1.36380837967602
YEATS4 1.71580600204219
LRRC61 1.09047310362497
PLA2G5 -1.78521792147137
ADGRE2 1.38755676239743
PKMYT1 2.43698953042419
CHTF18 1.89971572336522
EMC6 1.05716070423138
ZNF835 -1.0794661301121
c(\SHFM1\, \C7orf76\, \LOC100506136\) 1.95435500932462
GNGT1 3.83740345503308
HIP1 1.2467362276369
PTPN12 1.50892836989249
c(\POR\, \MIR4651\) 1.09680537195563
FGL2 -2.80927768741294
STYXL1 1.15682500590755
PMS2P3 1.02409651765727
PEX1 1.19780529146352
MTERF1 1.22157088915695
RBM48 1.18864773350544
LRFN1 2.3020752380375
PAICS 1.57853213233428
PPAT 1.61432358800833
GNAZ -1.46546717326919
ADORA2A 1.08683994231394
TPST2 1.37896033932702
RAC2 2.09423788858151
LIF 2.1614287355937
C22orf23 -1.00094298181372
APOBEC3F 1.69168970843955
RIBC2 2.24266337032643
KRT17 3.05469783654181
ATP6V1F 1.11568536794802
LSM8 1.18803328375292
CDHR3 -1.56904982117447
STRIP2 2.29628602469355
IFT22 1.22388453889921
FLNC -3.56086116936213
IRF5 1.11775675759653
MRPS12 1.18106760147799
MYO1B 1.73903317084985
c(\HOXD1\, \MIR7704\) 1.98515010595609
HOXD3 1.88749749347783
CHN1 1.32808977841356
GAD1 2.6510387646413
HAT1 1.17891604085192
HOXD9 3.236572418376
HOXD10 4.79614260298844
HOXD11 3.83578065493188
HOXD13 5.07371713042973
CGNL1 -1.96512439021469
DLL4 1.18382075409569
KNSTRN 1.60084046055467
DUT 1.31782300527835
CLN6 1.25303361818311
MBD4 1.13791923129417
PSMA1 1.17689678317025
E2F8 1.1424547903379
FAM64A 2.41416624499309
CD68 1.10672492075878
ATP1B2 -1.5749512114972
PHF20L1 1.08291397728473
KRI1 1.2861519089348
CDKN2D 1.48092968256267
NGDN 1.21959925157056
AJUBA 1.5299314555784
DTD2 1.22094877017164
PARP2 1.15733127094007
MIS18BP1 1.46043459805209
FOXJ1 2.80972058395119
RHBDF2 1.9647852736679
AANAT 1.64193024026241
SGO1 2.17121118632338
KLF16 1.01645207381803
PLPPR3 2.41623134909402
TNNI3 4.16282759531269
KCNA5 -3.75780615039561
CNN1 -3.38443925722267
THEM6 1.17398978016708
EXOC3L2 1.0819681313459
APOE 3.3475185402168
TOMM40 1.51354121822609
APOC1 3.30567858850035
DPP6 -2.78844776419772
GTPBP3 1.17289807305104
BST2 1.71465935220352
NSUN5 1.51266883572331
COLGALT1 1.36648632801983
LSM7 1.24622494547145
EPO 2.80241953006904
ARPC1B 1.97195363686567
FCHO1 2.1414991395062
KLHDC7B 3.80792393214054
SCO2 2.33782628597441
PXDN 1.72577521129838
SSBP4 1.02450562828702
LSM4 1.40337242733585
SAG -1.14320261369318
HELZ2 1.31243291212038
TNNT3 -1.89052522859538
COL5A1 1.90134217246509
PNPLA7 -1.65366254273618
CEP85 1.38613011778105
GATA5 -2.17335879632213
ADRM1 1.49639192151298
ASS1 1.58940651734311
EXOSC2 1.18950790419329
TRIM28 1.16568556380437
METTL26 1.09317177956903
GMFG 1.24087793127967
THEMIS2 1.34981660124373
PPAN 1.12132782151595
C19orf66 1.16282101654143
DNMT1 1.78877779007204
c(\DKC1\, \MIR664B\) 1.62819529170211
PLXNA3 1.04893280921371
DUSP9 3.95381341537068
HSD17B3 1.81448718542696
FBP2 -2.17012961707934
RGN -1.42218178515654
ULBP2 3.44457287999357
AKAP12 -1.61646238447279
SYNE1 -1.64280821570687
LILRB2 1.4431316147614
COX4I2 1.13102669871206
HIGD1B 1.02099546985178
CCL25 4.09758502720363
EMC8 1.12827656137885
GINS2 2.5251734369985
F12 1.85311547323166
PRR7 2.13733364520224
IDO1 3.20275794908899
CAP1 1.00395917379756
PPT1 1.58324089946285
HAUS8 1.63012463572865
GALNT15 -1.41345829106733
KCNC3 2.12160844538306
TUBG1 1.29083241416764
PSME3 1.0581726296137
AOC3 -2.21805750830728
ACLY 1.46165069685575
AOC2 1.13115388330281
ANO1 2.32411778601005
PPFIA1 1.98935288259612
KREMEN2 3.34173172735924
THOC6 1.30240335043944
BARX1 -1.68518303663882
NINJ1 1.23333512239355
NPHP4 1.26491213758632
MAP1B -1.07689470357355
CKMT2 -3.69091291931534
TNS4 2.24974307878809
TOP2A 3.20249101334817
STARD3 2.15491922823765
FMO5 -2.04522130939676
RAI2 -1.42694177824349
SNRPA1 1.25938641104628
FAAP24 1.84313804474702
GCH1 1.31171923690406
PODNL1 2.34321277834614
ZSWIM4 1.04326272933158
DCAF15 1.42136822578134
MATN3 1.79140725649819
NUP210 1.78171333917987
SLX1A 1.05949379696001
IQCA1 2.94634921974858
PTPRE 1.2261398366172
RAN 1.34168143453333
MYBBP1A 1.25002483688579
RPA1 1.10107644020577
SEC61G 2.02882950852006
LANCL2 1.44659054414321
FIGNL1 1.66030482516185
ITGB4 1.26914112773681
c(\H3F3B\, \MIR4738\) 1.17938779475562
TRIM47 1.01918958809805
EIF5A 1.36344836847197
SLC52A1 2.030811688454
XAF1 1.7223397272678
REEP2 -1.31635001061856
ERAL1 1.11301019983569
NIP7 1.22980034515573
PCNA 2.10500809781874
NXT1 1.42391379823603
BCAN 1.48485436327398
CRP 9.87681717661855
TESMIN 2.94021882190601
MMACHC 1.21893483107171
DPH2 1.10462599833529
NASP 1.35358598719896
DMGDH -1.55247796947061
BHMT2 -2.10451149193203
ANGPTL3 -2.47197317975245
SYT4 -2.2758732136732
POMP 1.3043100275395
ALOX5AP 1.24599186784914
RNF17 3.5250794882315
PEMT 1.20352784275081
CHI3L1 2.1871170168435
CHIT1 5.0607954066049
TMCC2 1.65976779093351
DCLK1 -1.4566107359594
CCNA1 5.51086218330728
EPSTI1 1.95749961413269
TRPC4 1.73206577153034
KL -2.14308359762951
RFC3 2.2665925298307
MORC4 1.0300702320757
PRAM1 1.1575825221223
KMT5C 1.24303343620244
HSPBP1 1.13214307512839
SLF1 1.17679854555604
WDR74 1.16839278542263
MYH11 -3.20841232218427
FOPNL 1.06311198470488
MED10 1.26318767620174
MORC2 1.12264217656179
C1QTNF6 2.9703535023644
ATP13A3 1.18699920086989
E2F5 1.09333411269801
CCDC59 1.10724230068079
LYVE1 -2.30915768191357
MICALCL 1.42931420418642
TEX15 2.95385629993882
DUSP26 -1.37648518134561
MEN1 1.18665985233257
GSC 3.62149046862873
MED6 1.0176379796803
LOXL2 2.07548476180671
PEBP4 -2.66740354514246
ADAMDEC1 2.86649422511302
CCNB1 2.54140711701055
GSTM1 2.36457992309035
TSPAN2 -1.22738149199287
GSTM5 -2.35247444391866
CHIA -5.26361298618152
PSRC1 1.60440148815687
PTGFRN 1.13534836482043
CD101 1.2838461790694
TMEM106C 1.02209018338763
RSAD2 2.39900853525507
CMPK2 1.8055755854914
IAH1 1.3427768236107
LDHA 1.34146918929209
SAA2 3.83709146600249
CFHR4 3.10895350922382
NAV1 1.63259387117362
RBM17 1.00408305347677
IL2RA 1.63187802496195
IL15RA 1.0608726571372
TMEM241 1.24123547641105
SLCO1B1 4.42762138236905
SPX -1.68953059020923
MYBPC3 -2.75641880097571
DDB2 1.07780074558439
RAB33A 1.14686971806553
RBMX2 1.04634371223526
STK26 1.10102068322267
SPOCD1 2.32802076680581
CDCA8 2.21707840698603
GNL2 1.18246556081622
DTNA -1.49348653756823
SLC43A3 1.42505201908771
TIMM10 1.1883233547772
GIF -7.76476120225214
DHX34 1.34660677961069
FADS2 1.69484337237902
KDELC1 1.65449684769513
ADAMTS8 -2.91660735059645
ACRV1 1.21257810948581
NREP 1.50199907917192
C9orf40 1.3520837908701
CTSL 1.24867862222886
FAM189A2 -2.01554985977066
PSAT1 1.6653187063528
HAVCR2 1.82446154010786
SDS 3.08641264408625
RNFT2 1.83653952883784
TMEM243 1.05464665290897
TMEM60 1.25823963347675
SRPK2 1.01938514505891
ADGRB3 -2.38886476967069
HTR1B -1.30286354529094
KHDC1 1.3953613778583
PRR5L 2.76421594169027
NAT10 1.05976008163138
PRRG4 1.3292627370614
PRPH -2.20585244757447
GDF11 1.07759300916601
ITGA7 -1.83039443775687
AGAP2 1.53746970615991
CDK4 1.61957239276782
PPP1R1A -2.40822371717142
TROAP 2.74243823815361
TSPAN31 1.13980580972588
B4GALNT1 2.99971389597935
ESPL1 1.01502997471373
SLC26A10 2.52297109920056
KCNH3 1.65736488605999
LTV1 1.0112193991049
HEY2 1.11596504679214
STX11 1.1201223578945
SEMA4F 1.31783081978831
CCT7 1.1647070082842
EGR4 2.08071938739043
SMYD5 1.17415159652669
MDM2 1.09800869743205
MPHOSPH6 1.23982384784497
FHOD1 1.2794226821451
SLC9A5 1.11664638895701
AGT 2.42276803262176
ZNF670-ZNF695 2.47001846250925
CAPN9 -3.08282216367504
GLUL -1.10752839858265
STX6 1.27410939223755
DHX9 1.02007736572647
NPL 1.61787038060091
FAM129A -1.44085266905211
PIGC 1.00137216767824
SP110 1.02834845173774
PAX3 3.65797219116941
DOCK10 1.13556482330346
HTR2B -1.64649126540734
SERPINE2 1.75659509843155
WNT10A 1.98941249675989
PLXNC1 1.30932748138846
CKAP2 2.28129894315438
THSD1 1.78445108816277
BORA 1.4989438710482
NUDT15 1.29840621279471
LCP1 1.63627934855539
IGF2BP3 3.59029454359374
RAPGEF5 1.2780144912146
NUPL2 1.24376688764161
AOAH 1.52822781209787
BZW2 1.01420493197423
DGKB -2.78102260994824
TBRG4 1.164786970534
DDX56 1.09857770776205
NACAD -1.26790964890195
CCM2 1.0567474782699
MYO1G 1.51985287717461
TTYH3 1.69023671625611
NKX2-8 2.62198798175791
NKX2-1 3.15747580837041
ADAMTS7 1.6238225726814
CIB2 1.49129429675537
CHAD -2.3810717925928
LIMD2 1.74944905780214
BRIP1 1.89044754917841
RTP4 1.58064284325921
ACTL6A 1.90006834652243
MRPL47 1.62128837591147
TRA2B 1.00220331696004
SCN7A -2.56354732254187
HLX 1.32827465239546
IL36G 3.02497779011577
IL36RN 1.19922731376282
CFC1 -3.94394658954682
SMPD4 1.04048352964467
HS6ST1 1.19726828536012
TXN 1.22725169743441
ODF2 1.33985634008484
C9orf78 1.00162786941033
SMC2 1.66774365188423
TOR1A 1.02822065610523
TMOD1 -1.32600933032966
ALDOB -2.04185831181486
PRPF4 1.35916770970543
BAAT 2.90959125874495
TEX10 1.09436014059283
WDR38 1.15328912012005
PSMB7 1.22927312496807
RABEPK 1.28019163738524
ANP32B 1.12836023943351
RPL35 1.09832126002881
CTSV 2.19742440579628
LMX1B 2.27407326767692
ARPC5L 1.04621409398131
DSCC1 2.45850555549543
DERL1 1.17530319386344
IL33 -1.55467587933049
DNAJB5 -1.07039901704522
CNPY3 1.47086675328121
PPIL1 1.36042705566639
GMPR -1.05725743386796
TFAP2A 1.95677115622442
TINAG 3.78591278175725
HMGA1 1.22637972034772
TCF19 1.69392717060992
IER3 1.15543406421289
MDC1 1.04865603840253
ATAT1 1.12065229417093
NRM 2.11956877669447
TLR2 1.94241054020301
MRPL15 1.02189443556632
GGH 2.01367978356757
SULF1 2.25210183453775
MMP7 3.22152022921887
C11orf70 1.6231008224008
DCUN1D5 1.5455961010036
FXYD2 3.83704343175894
MMP13 7.25779696023718
CASP1 1.4141517276838
THBS1 -1.21922338147986
NUSAP1 2.54239221653933
KIF23 2.6985813312914
ITGA11 1.62148841738285
KNL1 1.94492979824572
PLCB2 1.14315435475622
c(\PAK6\, \BUB1B-PAK6\) 1.08544212077473
SLC28A2 -2.44215181637782
STRA6 3.91354071288801
TTLL7 -1.65098128773654
BRDT 3.27716693175791
IFI44L 1.85763704290851
IFI44 2.00973573449328
SELENOI 1.23220045909648
KHK 1.03672340260301
ADCY3 1.1797290433346
PNPT1 1.50869979974399
THUMPD2 1.01073021268073
CYP1B1 -1.59509731977136
SLC5A6 1.45186987696735
SIX3 2.85223895801347
CENPO 1.3127842199539
CYP2C8 -3.49871991564183
LOXL4 2.22148640520722
KIF11 2.24834065236013
CUZD1 1.38727689521715
CEP55 2.54096949999284
KIF20B 1.8869603225095
DBR1 1.04153669445228
ADAMTS14 2.45951941630644
TET1 1.24479307404691
DNA2 2.03428147709068
MYPN -1.96242618126464
AOX1 -2.20841145662624
ATIC 1.21441268980399
BARD1 1.37766929053275
STAT4 1.1087542449185
METTL5 1.0169414859841
SSB 1.23273225420173
HECW2 1.00093325864659
OLA1 1.03026643140298
CHRNA1 3.34492080116737
WDR12 1.02673445410136
PARP9 1.4402065312433
MNS1 1.14719577200573
CILP -2.3215028258456
SEMA7A 1.85936837318645
HERC6 1.14594971440659
HERC5 1.58140585239033
PCDH10 -1.9060126048819
ZGRF1 1.58666072311319
FGF5 -2.2609098622806
FGF2 -1.00914573984045
MMRN1 -1.7545677441853
PDE5A -1.54024383062939
TRPC3 -1.23158181994208
CXCL9 2.7846857246208
CENPE 2.46634986710426
ENPEP 1.04140824010513
LEF1 1.97602639454476
SLC39A8 1.44928802995639
FBN2 2.15179456757005
PARVG 1.38017826253173
CPNE8 1.58348534146712
YARS2 1.13297746291445
FGD4 -1.20082883258168
PIK3C2G -2.18176241746055
FAM60A 1.71574878371647
AEBP2 1.06592265282954
CLSTN3 1.07143351668489
AMIGO2 2.13579726178786
COL2A1 -2.81287042738417
LLPH 1.1588735591179
MARCH9 1.00777032413128
INHBE 4.30075246280723
DUSP6 1.31421473040823
TMTC3 1.31750896039107
LUM 1.46300112608504
SNRPF 1.67294887407558
AMDHD1 2.69830073999847
NEDD1 1.52917358135219
GAS2L3 1.96772826266367
TDG 1.25192982949102
RITA1 1.00149458180219
TARBP2 1.07290886352563
RDH16 2.05230938350672
GPR84 2.2019408775145
NABP2 1.30507553433179
BRCA2 2.17965025659384
HNRNPA1L2 1.01988022655234
DENR 1.22923100528775
DIAPH3 1.26407672783752
ZIC5 2.00781744237798
CDH24 2.19214420720446
REM2 1.3687268822607
NOVA1 -1.3836959737151
TMX1 1.08400702013923
SYT16 -2.49978197137499
SLC38A6 1.41108362318061
RDH12 -1.43429325513788
RAB15 1.18921926516953
STON2 1.59013421909037
GPR65 1.15621524390606
C14orf79 1.44792869867527
WARS 1.86263562690431
LYSMD2 1.13307122424791
HDC -3.16244961262379
COMMD4 1.14913401968196
PSTPIP1 1.26870896004989
BCL2A1 2.45792300590116
TPM1 -1.45767931917838
PIF1 1.88304475994094
PML 1.33449730725691
HAPLN3 2.00581205660734
FANCI 2.04808021204631
TICRR 2.49058734434527
ST8SIA2 2.52316825385837
MCTP2 1.36183350366702
FURIN 1.17093606289642
ITGAX 2.24190605178442
IGSF6 1.6393027864703
MARVELD3 1.09695044089388
CPNE2 1.48508219584886
NLRC5 1.47218263534698
KATNB1 1.09967936696255
KIFC3 1.16556350562403
GCSH 1.20085674757431
CMTM3 1.70009509138112
CDH11 1.68124442291125
CDH13 2.47877570172875
RPL3L 1.56628531097321
MYOCD -2.62321289947876
UTP4 1.1170149685764
DPEP3 4.71229098134184
