"Pair"	"pert_iname"	"target_chembl_id"	"chembl_target_name"	"standard_type"	"Median"	"uniprot_ID"	"target_gene_symbol"	"Drugs"
"bumetanide_CHEMBL1293226"	"bumetanide"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	26651.35	"B2RXH2"	"KDM4E"	"bumetanide"
"buspirone_CHEMBL1293226"	"buspirone"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"buspirone"
"busulfan_CHEMBL1293226"	"busulfan"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"busulfan"
"camptothecin_CHEMBL1293226"	"camptothecin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	4466.8	"B2RXH2"	"KDM4E"	"camptothecin"
"carvedilol_CHEMBL1293226"	"carvedilol"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"carvedilol"
"cepharanthine_CHEMBL1293226"	"cepharanthine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"cepharanthine"
"chloroquine_CHEMBL1293226"	"chloroquine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"chloroquine"
"chloroxine_CHEMBL1293226"	"chloroxine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	24803.35	"B2RXH2"	"KDM4E"	"chloroxine"
"chlorpromazine_CHEMBL1293226"	"chlorpromazine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"chlorpromazine"
"chrysin_CHEMBL1293226"	"chrysin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"chrysin"
"CI-976_CHEMBL1293226"	"CI-976"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"CI-976"
"cianidanol_CHEMBL1293226"	"cianidanol"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	19952.6	"B2RXH2"	"KDM4E"	"cianidanol"
"cinoxacin_CHEMBL1293226"	"cinoxacin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31098.95	"B2RXH2"	"KDM4E"	"cinoxacin"
"ciprofloxacin_CHEMBL1293226"	"ciprofloxacin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	23735.85	"B2RXH2"	"KDM4E"	"ciprofloxacin"
"CL-218872_CHEMBL1293226"	"CL-218872"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"CL-218872"
"clenbuterol_CHEMBL1293226"	"clenbuterol"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"clenbuterol"
"clioquinol_CHEMBL1293226"	"clioquinol"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"clioquinol"
"clomethiazole_CHEMBL1293226"	"clomethiazole"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"clomethiazole"
"clomifene_CHEMBL1293226"	"clomifene"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"clomifene"
"clomipramine_CHEMBL1293226"	"clomipramine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"clomipramine"
"curcumin_CHEMBL1293226"	"curcumin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"curcumin"
"cytarabine_CHEMBL1293226"	"cytarabine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	891.3	"B2RXH2"	"KDM4E"	"cytarabine"
"dacarbazine_CHEMBL1293226"	"dacarbazine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"dacarbazine"
"deferiprone_CHEMBL1293226"	"deferiprone"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	8427.9	"B2RXH2"	"KDM4E"	"deferiprone"
"dequalinium_CHEMBL1293226"	"dequalinium"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"dequalinium"
"diacerein_CHEMBL1293226"	"diacerein"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"diacerein"
"diethylcarbamazine_CHEMBL1293226"	"diethylcarbamazine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	32464.8	"B2RXH2"	"KDM4E"	"diethylcarbamazine"
"diflunisal_CHEMBL1293226"	"diflunisal"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"diflunisal"
"dihydroergocristine_CHEMBL1293226"	"dihydroergocristine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"dihydroergocristine"
"diphenidol_CHEMBL1293226"	"diphenidol"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	19952.6	"B2RXH2"	"KDM4E"	"diphenidol"
"dipyridamole_CHEMBL1293226"	"dipyridamole"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"dipyridamole"
"donepezil_CHEMBL1293226"	"donepezil"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"donepezil"
"dopamine_CHEMBL1293226"	"dopamine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	13357.35	"B2RXH2"	"KDM4E"	"dopamine"
"doxazosin_CHEMBL1293226"	"doxazosin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	22387.2	"B2RXH2"	"KDM4E"	"doxazosin"
"doxorubicin_CHEMBL1293226"	"doxorubicin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	7079.5	"B2RXH2"	"KDM4E"	"doxorubicin"
"ebselen_CHEMBL1293226"	"ebselen"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	1258.9	"B2RXH2"	"KDM4E"	"ebselen"
"eflornithine_CHEMBL1293226"	"eflornithine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	12589.3	"B2RXH2"	"KDM4E"	"eflornithine"
"ellagic-acid_CHEMBL1293226"	"ellagic-acid"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	2511.9	"B2RXH2"	"KDM4E"	"ellagic-acid"
"epigallocatechin-gallate-(-)_CHEMBL1293226"	"epigallocatechin-gallate-(-)"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	8912.5	"B2RXH2"	"KDM4E"	"epigallocatechin-gallate-(-)"
"epinephrine_CHEMBL1293226"	"epinephrine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	14125.4	"B2RXH2"	"KDM4E"	"epinephrine"
"etazolate_CHEMBL1293226"	"etazolate"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"etazolate"
"famciclovir_CHEMBL1293226"	"famciclovir"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	29903.3	"B2RXH2"	"KDM4E"	"famciclovir"
"felodipine_CHEMBL1293226"	"felodipine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"felodipine"
"fenoldopam_CHEMBL1293226"	"fenoldopam"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"fenoldopam"
"flavoxate_CHEMBL1293226"	"flavoxate"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	15848.9	"B2RXH2"	"KDM4E"	"flavoxate"
"folic-acid_CHEMBL1293226"	"folic-acid"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	17559.45	"B2RXH2"	"KDM4E"	"folic-acid"
"gatifloxacin_CHEMBL1293226"	"gatifloxacin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"gatifloxacin"
"gemifloxacin_CHEMBL1293226"	"gemifloxacin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"gemifloxacin"
"glafenine_CHEMBL1293226"	"glafenine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"glafenine"
"gliquidone_CHEMBL1293226"	"gliquidone"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	7943.3	"B2RXH2"	"KDM4E"	"gliquidone"
"GNF-2_CHEMBL1293226"	"GNF-2"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"GNF-2"
"homochlorcyclizine_CHEMBL1293226"	"homochlorcyclizine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	14125.4	"B2RXH2"	"KDM4E"	"homochlorcyclizine"
"hydroflumethiazide_CHEMBL1293226"	"hydroflumethiazide"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"hydroflumethiazide"
"hymecromone_CHEMBL1293226"	"hymecromone"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	19952.6	"B2RXH2"	"KDM4E"	"hymecromone"
"imipramine_CHEMBL1293226"	"imipramine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"imipramine"
"indometacin_CHEMBL1293226"	"indometacin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	10000	"B2RXH2"	"KDM4E"	"indometacin"
"irinotecan_CHEMBL1293226"	"irinotecan"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"irinotecan"
"isoniazid_CHEMBL1293226"	"isoniazid"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"isoniazid"
"kakonein_CHEMBL1293226"	"kakonein"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"kakonein"
"ketanserin_CHEMBL1293226"	"ketanserin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	22387.2	"B2RXH2"	"KDM4E"	"ketanserin"
"ketoprofen_CHEMBL1293226"	"ketoprofen"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"ketoprofen"
"L-655240_CHEMBL1293226"	"L-655240"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"L-655240"
"L-690330_CHEMBL1293226"	"L-690330"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	1584.9	"B2RXH2"	"KDM4E"	"L-690330"
"labetalol_CHEMBL1293226"	"labetalol"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"labetalol"
"latanoprost_CHEMBL1293226"	"latanoprost"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"latanoprost"
"levofloxacin_CHEMBL1293226"	"levofloxacin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	11220.2	"B2RXH2"	"KDM4E"	"levofloxacin"
"luteolin_CHEMBL1293226"	"luteolin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	8912.5	"B2RXH2"	"KDM4E"	"luteolin"
"maprotiline_CHEMBL1293226"	"maprotiline"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"maprotiline"
"masoprocol_CHEMBL1293226"	"masoprocol"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	22387.2	"B2RXH2"	"KDM4E"	"masoprocol"
"mefloquine_CHEMBL1293226"	"mefloquine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"mefloquine"
"melatonin_CHEMBL1293226"	"melatonin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	22387.2	"B2RXH2"	"KDM4E"	"melatonin"
"mepacrine_CHEMBL1293226"	"mepacrine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"mepacrine"
"mercaptopurine_CHEMBL1293226"	"mercaptopurine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	19952.6	"B2RXH2"	"KDM4E"	"mercaptopurine"
"metamizole_CHEMBL1293226"	"metamizole"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	17039	"B2RXH2"	"KDM4E"	"metamizole"
"methyldopa_CHEMBL1293226"	"methyldopa"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	9915	"B2RXH2"	"KDM4E"	"methyldopa"
"metolazone_CHEMBL1293226"	"metolazone"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"metolazone"
"mitoxantrone_CHEMBL1293226"	"mitoxantrone"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	27005	"B2RXH2"	"KDM4E"	"mitoxantrone"
"mycophenolic-acid_CHEMBL1293226"	"mycophenolic-acid"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31832.55	"B2RXH2"	"KDM4E"	"mycophenolic-acid"
"naftidrofuryl_CHEMBL1293226"	"naftidrofuryl"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	22387.2	"B2RXH2"	"KDM4E"	"naftidrofuryl"
"naftopidil_CHEMBL1293226"	"naftopidil"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	8912.5	"B2RXH2"	"KDM4E"	"naftopidil"
"nicergoline_CHEMBL1293226"	"nicergoline"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	44668.4	"B2RXH2"	"KDM4E"	"nicergoline"
"nicotine_CHEMBL1293226"	"nicotine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"nicotine"
"nimesulide_CHEMBL1293226"	"nimesulide"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"nimesulide"
"norfloxacin_CHEMBL1293226"	"norfloxacin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	15848.9	"B2RXH2"	"KDM4E"	"norfloxacin"
"ofloxacin_CHEMBL1293226"	"ofloxacin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	19118.05	"B2RXH2"	"KDM4E"	"ofloxacin"
"omeprazole_CHEMBL1293226"	"omeprazole"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	18169.55	"B2RXH2"	"KDM4E"	"omeprazole"
"orphenadrine_CHEMBL1293226"	"orphenadrine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"orphenadrine"
"oxaprozin_CHEMBL1293226"	"oxaprozin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	22535.75	"B2RXH2"	"KDM4E"	"oxaprozin"
"pantoprazole_CHEMBL1293226"	"pantoprazole"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"pantoprazole"
"papaverine_CHEMBL1293226"	"papaverine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"papaverine"
"pazufloxacin_CHEMBL1293226"	"pazufloxacin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"pazufloxacin"
"PD-123319_CHEMBL1293226"	"PD-123319"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"PD-123319"
"PD-153035_CHEMBL1293226"	"PD-153035"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"PD-153035"
"pentamidine_CHEMBL1293226"	"pentamidine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"pentamidine"
"pentobarbital_CHEMBL1293226"	"pentobarbital"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"pentobarbital"
"phentolamine_CHEMBL1293226"	"phentolamine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"phentolamine"
"phenylephrine_CHEMBL1293226"	"phenylephrine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	12589.3	"B2RXH2"	"KDM4E"	"phenylephrine"
"physostigmine_CHEMBL1293226"	"physostigmine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	33997.25	"B2RXH2"	"KDM4E"	"physostigmine"
"pilocarpine_CHEMBL1293226"	"pilocarpine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	25118.9	"B2RXH2"	"KDM4E"	"pilocarpine"
"pimozide_CHEMBL1293226"	"pimozide"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"pimozide"
"piretanide_CHEMBL1293226"	"piretanide"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	12589.3	"B2RXH2"	"KDM4E"	"piretanide"
"pirfenidone_CHEMBL1293226"	"pirfenidone"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28370.85	"B2RXH2"	"KDM4E"	"pirfenidone"
"prazosin_CHEMBL1293226"	"prazosin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"prazosin"
"primaquine_CHEMBL1293226"	"primaquine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	14125.4	"B2RXH2"	"KDM4E"	"primaquine"
"prochlorperazine_CHEMBL1293226"	"prochlorperazine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"prochlorperazine"
"protriptyline_CHEMBL1293226"	"protriptyline"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	22387.2	"B2RXH2"	"KDM4E"	"protriptyline"
"quercetin_CHEMBL1293226"	"quercetin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	8912.5	"B2RXH2"	"KDM4E"	"quercetin"
"quetiapine_CHEMBL1293226"	"quetiapine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"quetiapine"
"r(-)-apomorphine_CHEMBL1293226"	"r(-)-apomorphine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31832.55	"B2RXH2"	"KDM4E"	"r(-)-apomorphine"
"raclopride_CHEMBL1293226"	"raclopride"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"raclopride"
"reserpine_CHEMBL1293226"	"reserpine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	22387.2	"B2RXH2"	"KDM4E"	"reserpine"
"resveratrol_CHEMBL1293226"	"resveratrol"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28370.85	"B2RXH2"	"KDM4E"	"resveratrol"
"rilmenidine_CHEMBL1293226"	"rilmenidine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"rilmenidine"
"rimcazole_CHEMBL1293226"	"rimcazole"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"rimcazole"
"rolipram_CHEMBL1293226"	"rolipram"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"rolipram"
"ropinirole_CHEMBL1293226"	"ropinirole"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"ropinirole"
"rosiglitazone_CHEMBL1293226"	"rosiglitazone"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"rosiglitazone"
"rottlerin_CHEMBL1293226"	"rottlerin"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	32464.8	"B2RXH2"	"KDM4E"	"rottlerin"
"safingol_CHEMBL1293226"	"safingol"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"safingol"
"sasapyrine_CHEMBL1293226"	"sasapyrine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"sasapyrine"
"SB-203580_CHEMBL1293226"	"SB-203580"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	30300.1	"B2RXH2"	"KDM4E"	"SB-203580"
"SB-239063_CHEMBL1293226"	"SB-239063"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	31622.8	"B2RXH2"	"KDM4E"	"SB-239063"
"selegiline_CHEMBL1293226"	"selegiline"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	39810.7	"B2RXH2"	"KDM4E"	"selegiline"
"SR-2640_CHEMBL1293226"	"SR-2640"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"SR-2640"
"suprofen_CHEMBL1293226"	"suprofen"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	35481.3	"B2RXH2"	"KDM4E"	"suprofen"
"tacrine_CHEMBL1293226"	"tacrine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	15848.9	"B2RXH2"	"KDM4E"	"tacrine"
"tamoxifen_CHEMBL1293226"	"tamoxifen"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	22535.75	"B2RXH2"	"KDM4E"	"tamoxifen"
"telmisartan_CHEMBL1293226"	"telmisartan"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	18169.55	"B2RXH2"	"KDM4E"	"telmisartan"
"tetrabenazine_CHEMBL1293226"	"tetrabenazine"	"CHEMBL1293226"	"Lysine-specific demethylase 4D-like"	"Potency"	28183.8	"B2RXH2"	"KDM4E"	"tetrabenazine"
