"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"ID"
"11"	"adarotene$FL1"	"AT-9283$FL2"	2.0301	2.875	3.3	3.0875	"46"	33	66	132.25	108.9	120.575	"adarotene$FL1AT-9283$FL2"
"12"	"adarotene$FL1"	"atorvastatin$FL1"	0.3454	2.875	2.21428571428571	2.54464285714286	"46"	31	62	132.25	68.6428571428572	100.446428571429	"adarotene$FL1atorvastatin$FL1"
"13"	"adarotene$FL1"	"aurora-a-inhibitor-i$FL3"	0.1949	2.9375	2.33333333333333	2.63541666666667	"47"	28	56	138.0625	65.3333333333333	101.697916666667	"adarotene$FL1aurora-a-inhibitor-i$FL3"
"14"	"adarotene$FL1"	"AV-412$FL1"	3.0776	2.82352941176471	2.61538461538462	2.71945701357466	"48"	34	68	135.529411764706	88.9230769230769	112.226244343891	"adarotene$FL1AV-412$FL1"
"15"	"adarotene$FL1"	"azacitidine$FL2"	0.5673	2.76470588235294	2.13333333333333	2.44901960784314	"47"	32	64	129.941176470588	68.2666666666667	99.1039215686274	"adarotene$FL1azacitidine$FL2"
"16"	"adarotene$FL1"	"AZD-7762$FL1"	4.6307	2.9375	4.44444444444444	3.69097222222222	"47"	40	80	138.0625	177.777777777778	157.920138888889	"adarotene$FL1AZD-7762$FL1"
"17"	"adarotene$FL1"	"bardoxolone-methyl$FL1"	0.4656	3.21428571428571	2.44444444444444	2.82936507936508	"45"	44	88	144.642857142857	107.555555555556	126.099206349206	"adarotene$FL1bardoxolone-methyl$FL1"
"18"	"adarotene$FL1"	"BAY-87-2243$FL1"	0.163	3.07142857142857	2.7	2.88571428571429	"43"	27	54	132.071428571429	72.9	102.485714285714	"adarotene$FL1BAY-87-2243$FL1"
"19"	"adarotene$FL1"	"belinostat$FL1"	0.674	5.125	3.45454545454545	4.28977272727273	"41"	76	152	210.125	262.545454545455	236.335227272727	"adarotene$FL1belinostat$FL1"
"20"	"adarotene$FL1"	"belinostat$FL2"	0.674	3.72727272727273	3.5	3.61363636363636	"41"	49	98	152.818181818182	171.5	162.159090909091	"adarotene$FL1belinostat$FL2"
"21"	"adarotene$FL1"	"BI-2536$FL1"	0.1583	4.42857142857143	3.41176470588235	3.92016806722689	"31"	58	116	137.285714285714	197.882352941176	167.584033613445	"adarotene$FL1BI-2536$FL1"
"22"	"adarotene$FL1"	"BIIB-021$FL1"	0.5409	3.14285714285714	2.9	3.02142857142857	"44"	29	58	138.285714285714	84.1	111.192857142857	"adarotene$FL1BIIB-021$FL1"
"23"	"adarotene$FL1"	"BIIB-021$FL2"	0.5409	3.14285714285714	3.4	3.27142857142857	"44"	34	68	138.285714285714	115.6	126.942857142857	"adarotene$FL1BIIB-021$FL2"
"24"	"adarotene$FL1"	"BIX-01294$FL1"	0.0453	2.75	3.14285714285714	2.94642857142857	"44"	22	44	121	69.1428571428571	95.0714285714286	"adarotene$FL1BIX-01294$FL1"
"25"	"adarotene$FL1"	"bortezomib$FL1"	2.7927	3.66666666666667	2.25925925925926	2.96296296296296	"44"	61	122	161.333333333333	137.814814814815	149.574074074074	"adarotene$FL1bortezomib$FL1"
"26"	"adarotene$FL1"	"BRD-K68548958$FL1"	0.8396	2.9375	3	2.96875	"47"	27	54	138.0625	81	109.53125	"adarotene$FL1BRD-K68548958$FL1"
"27"	"adarotene$FL1"	"bruceantin$FL1"	1.4581	3.13333333333333	2.31818181818182	2.72575757575758	"47"	51	102	147.266666666667	118.227272727273	132.74696969697	"adarotene$FL1bruceantin$FL1"
"28"	"adarotene$FL1"	"buparlisib$FL1"	0.9091	3	2.38888888888889	2.69444444444444	"48"	43	86	144	102.722222222222	123.361111111111	"adarotene$FL1buparlisib$FL1"
"29"	"adarotene$FL1"	"BX-795$FL1"	0.3007	2.76470588235294	2.45454545454545	2.6096256684492	"47"	27	54	129.941176470588	66.2727272727273	98.1069518716578	"adarotene$FL1BX-795$FL1"
"30"	"adarotene$FL1"	"BX-795$FL3"	0.3007	3.06666666666667	7.33333333333333	5.2	"46"	22	44	141.066666666667	161.333333333333	151.2	"adarotene$FL1BX-795$FL3"
"31"	"adarotene$FL1"	"canertinib$FL2"	0.055	3.46153846153846	2.47058823529412	2.96606334841629	"45"	42	84	155.769230769231	103.764705882353	129.766968325792	"adarotene$FL1canertinib$FL2"
"32"	"adarotene$FL1"	"carfilzomib$FL1"	3.7936	3.28571428571429	2.875	3.08035714285714	"46"	46	92	151.142857142857	132.25	141.696428571429	"adarotene$FL1carfilzomib$FL1"
"33"	"adarotene$FL1"	"carfilzomib$FL2"	3.7936	3.13333333333333	3.05882352941176	3.09607843137255	"47"	52	104	147.266666666667	159.058823529412	153.162745098039	"adarotene$FL1carfilzomib$FL2"
"34"	"adarotene$FL1"	"CEP-37440$FL1"	0.8318	3.06666666666667	2.46153846153846	2.76410256410256	"46"	32	64	141.066666666667	78.7692307692308	109.917948717949	"adarotene$FL1CEP-37440$FL1"
"35"	"adarotene$FL1"	"cepharanthine$FL1"	0.14	2.64705882352941	5.25	3.94852941176471	"45"	21	42	119.117647058824	110.25	114.683823529412	"adarotene$FL1cepharanthine$FL1"
"36"	"adarotene$FL1"	"chelerythrine$FL2"	1.3584	3	2.2	2.6	"48"	44	88	144	96.8	120.4	"adarotene$FL1chelerythrine$FL2"
"37"	"adarotene$FL1"	"clofarabine$FL1"	1.7868	2.70588235294118	2.36363636363636	2.53475935828877	"46"	26	52	124.470588235294	61.4545454545455	92.9625668449198	"adarotene$FL1clofarabine$FL1"
"38"	"adarotene$FL1"	"clofarabine$FL2"	1.7868	2.93333333333333	2.75	2.84166666666667	"44"	22	44	129.066666666667	60.5	94.7833333333333	"adarotene$FL1clofarabine$FL2"
"39"	"adarotene$FL1"	"cobimetinib$FL1"	1.7938	3.13333333333333	3.1875	3.16041666666667	"47"	51	102	147.266666666667	162.5625	154.914583333333	"adarotene$FL1cobimetinib$FL1"
"40"	"adarotene$FL1"	"colchicine$FL1"	0.6262	2.23529411764706	3.61538461538462	2.92533936651584	"38"	47	94	84.9411764705882	169.923076923077	127.432126696833	"adarotene$FL1colchicine$FL1"
"41"	"adarotene$FL1"	"CX-5461$FL1"	0.0121	2.92307692307692	4.25	3.58653846153846	"38"	34	68	111.076923076923	144.5	127.788461538462	"adarotene$FL1CX-5461$FL1"
"42"	"adarotene$FL1"	"cyclosporin-a$FL1"	0.3656	2.9375	2.5	2.71875	"47"	25	50	138.0625	62.5	100.28125	"adarotene$FL1cyclosporin-a$FL1"
"43"	"adarotene$FL1"	"dabrafenib$FL1"	0.3032	2.86666666666667	3.42857142857143	3.14761904761905	"43"	48	96	123.266666666667	164.571428571429	143.919047619048	"adarotene$FL1dabrafenib$FL1"
"44"	"adarotene$FL1"	"dabrafenib$FL2"	0.3032	3.14285714285714	3.5	3.32142857142857	"44"	28	56	138.285714285714	98	118.142857142857	"adarotene$FL1dabrafenib$FL2"
"45"	"adarotene$FL1"	"dacinostat$FL1"	0.9436	4	4.375	4.1875	"40"	70	140	160	306.25	233.125	"adarotene$FL1dacinostat$FL1"
"46"	"adarotene$FL1"	"danusertib$FL1"	0.351	2.8125	5	3.90625	"45"	40	80	126.5625	200	163.28125	"adarotene$FL1danusertib$FL1"
"47"	"adarotene$FL1"	"daunorubicin$FL1"	13.9579	2.70588235294118	2.22222222222222	2.4640522875817	"46"	40	80	124.470588235294	88.8888888888889	106.679738562092	"adarotene$FL1daunorubicin$FL1"
"48"	"adarotene$FL1"	"delanzomib$FL1"	1.3624	4.2	2.25	3.225	"42"	54	108	176.4	121.5	148.95	"adarotene$FL1delanzomib$FL1"
"49"	"adarotene$FL1"	"docetaxel$FL1"	0.5367	2.8125	4.42857142857143	3.62053571428571	"45"	31	62	126.5625	137.285714285714	131.924107142857	"adarotene$FL1docetaxel$FL1"
"50"	"adarotene$FL1"	"dovitinib$FL1"	1.0463	2.70588235294118	3	2.85294117647059	"46"	21	42	124.470588235294	63	93.7352941176471	"adarotene$FL1dovitinib$FL1"
"51"	"adarotene$FL1"	"dovitinib$FL2"	1.0463	2.9375	2.42857142857143	2.68303571428571	"47"	34	68	138.0625	82.5714285714286	110.316964285714	"adarotene$FL1dovitinib$FL2"
"52"	"adarotene$FL1"	"doxorubicin$FL1"	4.3588	3.13333333333333	3.5	3.31666666666667	"47"	42	84	147.266666666667	147	147.133333333333	"adarotene$FL1doxorubicin$FL1"
"53"	"adarotene$FL1"	"epirubicin$FL1"	4.8043	2.8125	2.77777777777778	2.79513888888889	"45"	50	100	126.5625	138.888888888889	132.725694444444	"adarotene$FL1epirubicin$FL1"
"54"	"adarotene$FL1"	"famciclovir$FL1"	0.1816	3.35714285714286	5.75	4.55357142857143	"47"	23	46	157.785714285714	132.25	145.017857142857	"adarotene$FL1famciclovir$FL1"
"55"	"adarotene$FL1"	"foretinib$FL1"	1.9153	3.07142857142857	2.30434782608696	2.68788819875776	"43"	53	106	132.071428571429	122.130434782609	127.100931677019	"adarotene$FL1foretinib$FL1"
"56"	"adarotene$FL1"	"ganetespib$FL1"	0.4714	3.07142857142857	3.10526315789474	3.08834586466165	"43"	59	118	132.071428571429	183.210526315789	157.640977443609	"adarotene$FL1ganetespib$FL1"
"57"	"adarotene$FL1"	"GDC-0941$FL1"	0.3425	3.72727272727273	2.55	3.13863636363636	"41"	51	102	152.818181818182	130.05	141.434090909091	"adarotene$FL1GDC-0941$FL1"
"58"	"adarotene$FL1"	"GDC-0980$FL1"	1.89	3.30769230769231	2.27586206896552	2.79177718832891	"43"	66	132	142.230769230769	150.206896551724	146.218832891247	"adarotene$FL1GDC-0980$FL1"
"59"	"adarotene$FL1"	"genz-644282$FL1"	3.8384	3.14285714285714	2.84210526315789	2.99248120300752	"44"	54	108	138.285714285714	153.473684210526	145.87969924812	"adarotene$FL1genz-644282$FL1"
"60"	"adarotene$FL1"	"GSK-1070916$FL1"	0.6422	2.86666666666667	3	2.93333333333333	"43"	51	102	123.266666666667	153	138.133333333333	"adarotene$FL1GSK-1070916$FL1"
"61"	"adarotene$FL1"	"GSK-1070916$FL2"	0.6422	3.28571428571429	21	12.1428571428571	"46"	21	42	151.142857142857	441	296.071428571429	"adarotene$FL1GSK-1070916$FL2"
"62"	"adarotene$FL1"	"GSK-1070916$FL3"	0.6422	2.82352941176471	5	3.91176470588235	"48"	25	50	135.529411764706	125	130.264705882353	"adarotene$FL1GSK-1070916$FL3"
"63"	"adarotene$FL1"	"GSK-2126458$FL2"	0.9081	4	2.26086956521739	3.1304347826087	"44"	52	104	176	117.565217391304	146.782608695652	"adarotene$FL1GSK-2126458$FL2"
"64"	"adarotene$FL1"	"GSK-429286A$FL2"	0.212	2.875	3.33333333333333	3.10416666666667	"46"	40	80	132.25	133.333333333333	132.791666666667	"adarotene$FL1GSK-429286A$FL2"
"65"	"adarotene$FL1"	"GSK-690693$FL2"	0.1572	3.21428571428571	4	3.60714285714286	"45"	24	48	144.642857142857	96	120.321428571429	"adarotene$FL1GSK-690693$FL2"
"66"	"adarotene$FL1"	"hexachlorophene$FL1"	0.5948	2.8125	3.8	3.30625	"45"	38	76	126.5625	144.4	135.48125	"adarotene$FL1hexachlorophene$FL1"
"67"	"adarotene$FL1"	"HG-5-113-01$FL1"	0.5729	3.21428571428571	2.3125	2.76339285714286	"45"	37	74	144.642857142857	85.5625	115.102678571429	"adarotene$FL1HG-5-113-01$FL1"
"68"	"adarotene$FL1"	"homoharringtonine$FL1"	0.8222	3.58333333333333	3.23529411764706	3.4093137254902	"43"	55	110	154.083333333333	177.941176470588	166.012254901961	"adarotene$FL1homoharringtonine$FL1"
"69"	"adarotene$FL1"	"I-BET-151$FL1"	0.2851	3.30769230769231	7.5	5.40384615384615	"43"	45	90	142.230769230769	337.5	239.865384615385	"adarotene$FL1I-BET-151$FL1"
"70"	"adarotene$FL1"	"I-BET-151$FL2"	0.2851	3.53846153846154	6.25	4.89423076923077	"46"	50	100	162.769230769231	312.5	237.634615384615	"adarotene$FL1I-BET-151$FL2"
"71"	"adarotene$FL1"	"I-BET-151$FL3"	0.2851	3.13333333333333	12	7.56666666666667	"47"	48	96	147.266666666667	576	361.633333333333	"adarotene$FL1I-BET-151$FL3"
"72"	"adarotene$FL1"	"I-BET-151$FL4"	0.2851	4.5	6.33333333333333	5.41666666666667	"45"	38	76	202.5	240.666666666667	221.583333333333	"adarotene$FL1I-BET-151$FL4"
"73"	"adarotene$FL1"	"I-BET-762$FL1"	0.296	4.77777777777778	5.36363636363636	5.07070707070707	"43"	59	118	205.444444444444	316.454545454545	260.949494949495	"adarotene$FL1I-BET-762$FL1"
"74"	"adarotene$FL1"	"I-BET-762$FL2"	0.296	5	5	5	"45"	50	100	225	250	237.5	"adarotene$FL1I-BET-762$FL2"
"75"	"adarotene$FL1"	"I-BET-762$FL3"	0.296	3.38461538461538	4.4	3.89230769230769	"44"	22	44	148.923076923077	96.8	122.861538461538	"adarotene$FL1I-BET-762$FL3"
"76"	"adarotene$FL1"	"IKK-2-inhibitor-V$FL1"	0.6374	3.21428571428571	5.5	4.35714285714286	"45"	33	66	144.642857142857	181.5	163.071428571429	"adarotene$FL1IKK-2-inhibitor-V$FL1"
"77"	"adarotene$FL1"	"IKK-2-inhibitor-V$FL2"	0.6374	3.14285714285714	4.625	3.88392857142857	"44"	37	74	138.285714285714	171.125	154.705357142857	"adarotene$FL1IKK-2-inhibitor-V$FL2"
"78"	"adarotene$FL1"	"ingenol-mebutate$FL2"	0.5472	3.72727272727273	3.16666666666667	3.4469696969697	"41"	38	76	152.818181818182	120.333333333333	136.575757575758	"adarotene$FL1ingenol-mebutate$FL2"
"79"	"adarotene$FL1"	"ixabepilone$FL1"	1.4674	2.58823529411765	2.72727272727273	2.65775401069519	"44"	30	60	113.882352941176	81.8181818181818	97.8502673796791	"adarotene$FL1ixabepilone$FL1"
"80"	"adarotene$FL1"	"ixazomib-citrate$FL1"	1.3737	4	2.9375	3.46875	"48"	47	94	192	138.0625	165.03125	"adarotene$FL1ixazomib-citrate$FL1"
"81"	"adarotene$FL1"	"ixazomib-citrate$FL2"	1.3737	3.53846153846154	2.64705882352941	3.09276018099547	"46"	45	90	162.769230769231	119.117647058824	140.943438914027	"adarotene$FL1ixazomib-citrate$FL2"
"82"	"adarotene$FL1"	"ixazomib$FL1"	1.1719	3.69230769230769	4	3.84615384615385	"48"	52	104	177.230769230769	208	192.615384615385	"adarotene$FL1ixazomib$FL1"
"83"	"adarotene$FL1"	"ixazomib$FL2"	1.1719	4	2.875	3.4375	"44"	46	92	176	132.25	154.125	"adarotene$FL1ixazomib$FL2"
"84"	"adarotene$FL1"	"JNJ-26481585$FL1"	0.7492	3.90909090909091	4.76923076923077	4.33916083916084	"43"	62	124	168.090909090909	295.692307692308	231.891608391608	"adarotene$FL1JNJ-26481585$FL1"
"85"	"adarotene$FL1"	"JNJ-26481585$FL2"	0.7492	5	6.22222222222222	5.61111111111111	"45"	56	112	225	348.444444444444	286.722222222222	"adarotene$FL1JNJ-26481585$FL2"
"86"	"adarotene$FL1"	"JNK-IN-5A$FL3"	0.3085	2.76470588235294	4.83333333333333	3.79901960784314	"47"	29	58	129.941176470588	140.166666666667	135.053921568627	"adarotene$FL1JNK-IN-5A$FL3"
"87"	"adarotene$FL1"	"JQ1-(+)$FL1"	0.5961	2.6875	6.11111111111111	4.39930555555556	"43"	55	110	115.5625	336.111111111111	225.836805555556	"adarotene$FL1JQ1-(+)$FL1"
"88"	"adarotene$FL1"	"JQ1-(+)$FL2"	0.5961	4.4	5.69230769230769	5.04615384615385	"44"	74	148	193.6	421.230769230769	307.415384615385	"adarotene$FL1JQ1-(+)$FL2"
"89"	"adarotene$FL1"	"JQ1-(+)$FL3"	0.5961	4.09090909090909	4.25	4.17045454545454	"45"	51	102	184.090909090909	216.75	200.420454545455	"adarotene$FL1JQ1-(+)$FL3"
"90"	"adarotene$FL1"	"JWE-035$FL1"	0.1357	2.875	24	13.4375	"46"	24	48	132.25	576	354.125	"adarotene$FL1JWE-035$FL1"
"91"	"adarotene$FL1"	"KIN001-260$FL3"	0.017	2.93333333333333	2.4	2.66666666666667	"44"	36	72	129.066666666667	86.4	107.733333333333	"adarotene$FL1KIN001-260$FL3"
"92"	"adarotene$FL1"	"KX2-391$FL2"	0.3604	3.25	3.75	3.5	"39"	30	60	126.75	112.5	119.625	"adarotene$FL1KX2-391$FL2"
"93"	"adarotene$FL1"	"lacidipine$FL1"	3.1396	3.28571428571429	2.35	2.81785714285714	"46"	47	94	151.142857142857	110.45	130.796428571429	"adarotene$FL1lacidipine$FL1"
"94"	"adarotene$FL1"	"LY-2603618$FL2"	0.4564	3.06666666666667	2.8	2.93333333333333	"46"	28	56	141.066666666667	78.4	109.733333333333	"adarotene$FL1LY-2603618$FL2"
"95"	"adarotene$FL1"	"mepivacaine$FL2"	2.173	2.52941176470588	2.76923076923077	2.64932126696833	"43"	36	72	108.764705882353	99.6923076923077	104.22850678733	"adarotene$FL1mepivacaine$FL2"
"96"	"adarotene$FL1"	"methylstat$FL1"	0.5525	3.28571428571429	2.05555555555556	2.67063492063492	"46"	37	74	151.142857142857	76.0555555555555	113.599206349206	"adarotene$FL1methylstat$FL1"
"97"	"adarotene$FL1"	"metronidazole$FL2"	0.4755	3.13333333333333	2.55555555555556	2.84444444444444	"47"	23	46	147.266666666667	58.7777777777778	103.022222222222	"adarotene$FL1metronidazole$FL2"
"98"	"adarotene$FL1"	"MG-132$FL1"	2.2469	3.83333333333333	2.64	3.23666666666667	"46"	66	132	176.333333333333	174.24	175.286666666667	"adarotene$FL1MG-132$FL1"
"99"	"adarotene$FL1"	"MGCD-265$FL2"	0.3981	3.21428571428571	3.2	3.20714285714286	"45"	32	64	144.642857142857	102.4	123.521428571429	"adarotene$FL1MGCD-265$FL2"
"100"	"adarotene$FL1"	"MK-1775$FL2"	5.1061	2.9375	2.05882352941176	2.49816176470588	"47"	35	70	138.0625	72.0588235294118	105.060661764706	"adarotene$FL1MK-1775$FL2"
"101"	"adarotene$FL1"	"mocetinostat$FL1"	0.6363	2.625	2.78947368421053	2.70723684210526	"42"	53	106	110.25	147.842105263158	129.046052631579	"adarotene$FL1mocetinostat$FL1"
"102"	"adarotene$FL1"	"mubritinib$FL2"	1.0307	2.76470588235294	5.4	4.08235294117647	"47"	27	54	129.941176470588	145.8	137.870588235294	"adarotene$FL1mubritinib$FL2"
"103"	"adarotene$FL1"	"neratinib$FL2"	0.6259	3.53846153846154	2.55	3.04423076923077	"46"	51	102	162.769230769231	130.05	146.409615384615	"adarotene$FL1neratinib$FL2"
"104"	"adarotene$FL1"	"niclosamide$FL1"	1.0214	2.6875	4	3.34375	"43"	44	88	115.5625	176	145.78125	"adarotene$FL1niclosamide$FL1"
"105"	"adarotene$FL1"	"NVP-TAE684$FL1"	0.2937	2.93333333333333	5.4	4.16666666666667	"44"	54	108	129.066666666667	291.6	210.333333333333	"adarotene$FL1NVP-TAE684$FL1"
"106"	"adarotene$FL1"	"oprozomib$FL1"	1.342	3.83333333333333	2.34782608695652	3.09057971014493	"46"	54	108	176.333333333333	126.782608695652	151.557971014493	"adarotene$FL1oprozomib$FL1"
"107"	"adarotene$FL1"	"oprozomib$FL2"	1.342	4.8	4.55555555555556	4.67777777777778	"48"	41	82	230.4	186.777777777778	208.588888888889	"adarotene$FL1oprozomib$FL2"
"108"	"adarotene$FL1"	"palbociclib$FL2"	0.3262	3	3.75	3.375	"42"	30	60	126	112.5	119.25	"adarotene$FL1palbociclib$FL2"
"109"	"adarotene$FL1"	"PCI-24781$FL1"	0.5068	3.21428571428571	4.4	3.80714285714286	"45"	22	44	144.642857142857	96.8	120.721428571429	"adarotene$FL1PCI-24781$FL1"
"110"	"adarotene$FL1"	"PCI-24781$FL2"	0.5068	3.38461538461538	6.28571428571429	4.83516483516483	"44"	44	88	148.923076923077	276.571428571429	212.747252747253	"adarotene$FL1PCI-24781$FL2"
"111"	"adarotene$FL1"	"PD-184352$FL1"	0.2817	3.07142857142857	3.30769230769231	3.18956043956044	"43"	43	86	132.071428571429	142.230769230769	137.151098901099	"adarotene$FL1PD-184352$FL1"
"112"	"adarotene$FL1"	"pelitinib$FL3"	0.3963	3.66666666666667	2.66666666666667	3.16666666666667	"44"	40	80	161.333333333333	106.666666666667	134	"adarotene$FL1pelitinib$FL3"
"113"	"adarotene$FL1"	"pentobarbital$FL1"	3.5262	2.76470588235294	2.76190476190476	2.76330532212885	"47"	58	116	129.941176470588	160.190476190476	145.065826330532	"adarotene$FL1pentobarbital$FL1"
"114"	"adarotene$FL1"	"pentobarbital$FL2"	3.5262	3.35714285714286	3.07142857142857	3.21428571428571	"47"	43	86	157.785714285714	132.071428571429	144.928571428571	"adarotene$FL1pentobarbital$FL2"
"115"	"adarotene$FL1"	"perampanel$FL1"	2.8433	3.53846153846154	2.4	2.96923076923077	"46"	48	96	162.769230769231	115.2	138.984615384615	"adarotene$FL1perampanel$FL1"
"116"	"adarotene$FL1"	"pevonedistat$FL2"	0.5424	2.86666666666667	2.57142857142857	2.71904761904762	"43"	36	72	123.266666666667	92.5714285714286	107.919047619048	"adarotene$FL1pevonedistat$FL2"
"117"	"adarotene$FL1"	"PF-03758309$FL1"	0.77	3	4.1	3.55	"45"	41	82	135	168.1	151.55	"adarotene$FL1PF-03758309$FL1"
"118"	"adarotene$FL1"	"PF-03758309$FL2"	0.77	3.72727272727273	4.0625	3.89488636363636	"41"	65	130	152.818181818182	264.0625	208.440340909091	"adarotene$FL1PF-03758309$FL2"
"119"	"adarotene$FL1"	"PF-03814735$FL1"	2.6589	3.53846153846154	2.36842105263158	2.95344129554656	"46"	45	90	162.769230769231	106.578947368421	134.674089068826	"adarotene$FL1PF-03814735$FL1"
"120"	"adarotene$FL1"	"PF-477736$FL2"	3.9128	3.13333333333333	12.5	7.81666666666667	"47"	25	50	147.266666666667	312.5	229.883333333333	"adarotene$FL1PF-477736$FL2"
"121"	"adarotene$FL1"	"PF-573228$FL1"	0.0276	2.9375	2.44444444444444	2.69097222222222	"47"	22	44	138.0625	53.7777777777778	95.9201388888889	"adarotene$FL1PF-573228$FL1"
"122"	"adarotene$FL1"	"PFI-1$FL2"	0.0783	3.75	4.5	4.125	"45"	27	54	168.75	121.5	145.125	"adarotene$FL1PFI-1$FL2"
"123"	"adarotene$FL1"	"PHA-793887$FL1"	0.775	3.21428571428571	5.5	4.35714285714286	"45"	44	88	144.642857142857	242	193.321428571429	"adarotene$FL1PHA-793887$FL1"
"124"	"adarotene$FL1"	"PHA-793887$FL2"	0.775	3.28571428571429	6.2	4.74285714285714	"46"	31	62	151.142857142857	192.2	171.671428571429	"adarotene$FL1PHA-793887$FL2"
"125"	"adarotene$FL1"	"PHA-848125$FL1"	1.2754	3.14285714285714	2.94117647058824	3.04201680672269	"44"	50	100	138.285714285714	147.058823529412	142.672268907563	"adarotene$FL1PHA-848125$FL1"
"126"	"adarotene$FL1"	"pitavastatin$FL1"	1.059	2.86666666666667	2.55555555555556	2.71111111111111	"43"	46	92	123.266666666667	117.555555555556	120.411111111111	"adarotene$FL1pitavastatin$FL1"
"127"	"adarotene$FL1"	"QL-XII-47$FL1"	0.6626	3.46153846153846	3.17647058823529	3.31900452488688	"45"	54	108	155.769230769231	171.529411764706	163.649321266968	"adarotene$FL1QL-XII-47$FL1"
"128"	"adarotene$FL1"	"radicicol$FL2"	0.2277	3.46153846153846	3	3.23076923076923	"45"	27	54	155.769230769231	81	118.384615384615	"adarotene$FL1radicicol$FL2"
"129"	"adarotene$FL1"	"RAF-265$FL1"	0.9522	2.64705882352941	2.5	2.57352941176471	"45"	35	70	119.117647058824	87.5	103.308823529412	"adarotene$FL1RAF-265$FL1"
"130"	"adarotene$FL1"	"RAF-265$FL4"	0.9522	3.13333333333333	2.91666666666667	3.025	"47"	35	70	147.266666666667	102.083333333333	124.675	"adarotene$FL1RAF-265$FL4"
"131"	"adarotene$FL1"	"RAF-265$FL5"	0.9522	2.875	3.14285714285714	3.00892857142857	"46"	22	44	132.25	69.1428571428571	100.696428571429	"adarotene$FL1RAF-265$FL5"
"132"	"adarotene$FL1"	"rigosertib$FL1"	0.4383	2.875	3	2.9375	"46"	39	78	132.25	117	124.625	"adarotene$FL1rigosertib$FL1"
"133"	"adarotene$FL1"	"Ro-4987655$FL1"	0.415	3.15384615384615	2.6	2.87692307692308	"41"	52	104	129.307692307692	135.2	132.253846153846	"adarotene$FL1Ro-4987655$FL1"
"134"	"adarotene$FL1"	"romidepsin$FL1"	1.8304	2.93333333333333	2.96	2.94666666666667	"44"	74	148	129.066666666667	219.04	174.053333333333	"adarotene$FL1romidepsin$FL1"
"135"	"adarotene$FL1"	"SB-590885$FL1"	0.0074	3.30769230769231	3.9	3.60384615384615	"43"	39	78	142.230769230769	152.1	147.165384615385	"adarotene$FL1SB-590885$FL1"
"136"	"adarotene$FL1"	"SB-939$FL1"	0.5298	4.55555555555556	4.375	4.46527777777778	"41"	70	140	186.777777777778	306.25	246.513888888889	"adarotene$FL1SB-939$FL1"
"137"	"adarotene$FL1"	"SB-939$FL2"	0.5298	3.72727272727273	3.11764705882353	3.42245989304813	"41"	53	106	152.818181818182	165.235294117647	159.026737967914	"adarotene$FL1SB-939$FL2"
"138"	"adarotene$FL1"	"SB-939$FL3"	0.5298	3.36363636363636	3.21428571428571	3.28896103896104	"37"	45	90	124.454545454545	144.642857142857	134.548701298701	"adarotene$FL1SB-939$FL3"
