"Pair"	"pert_iname"	"target_chembl_id"	"chembl_target_name"	"standard_type"	"Median"	"uniprot_ID"	"target_gene_symbol"	"Drugs"
"tadalafil_CHEMBL2652"	"tadalafil"	"CHEMBL2652"	"Phosphodiesterase 2A"	"IC50"	10000	"O00408"	"PDE2A"	"tadalafil"
"NMS-1286937_CHEMBL5026"	"NMS-1286937"	"CHEMBL5026"	"Serine/threonine-protein kinase EEF2K"	"IC50"	10000	"O00418"	"EEF2K"	"NMS-1286937"
"GDC-0941_CHEMBL1075102"	"GDC-0941"	"CHEMBL1075102"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha"	"IC50"	1e+05	"O00443"	"PIK3C2A"	"GDC-0941"
"GDC-0980_CHEMBL1075102"	"GDC-0980"	"CHEMBL1075102"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha"	"IC50"	1300	"O00443"	"PIK3C2A"	"GDC-0980"
"PI-103_CHEMBL1075102"	"PI-103"	"CHEMBL1075102"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha"	"IC50"	1000	"O00443"	"PIK3C2A"	"PI-103"
"taselisib_CHEMBL1075102"	"taselisib"	"CHEMBL1075102"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha"	"IC50"	10000	"O00443"	"PIK3C2A"	"taselisib"
"torin-1_CHEMBL1075102"	"torin-1"	"CHEMBL1075102"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha"	"IC50"	176	"O00443"	"PIK3C2A"	"torin-1"
"torin-2_CHEMBL1075102"	"torin-2"	"CHEMBL1075102"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha"	"IC50"	28.1	"O00443"	"PIK3C2A"	"torin-2"
"ZSTK-474_CHEMBL1075102"	"ZSTK-474"	"CHEMBL1075102"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha"	"IC50"	1e+05	"O00443"	"PIK3C2A"	"ZSTK-474"
"ellagic-acid_CHEMBL3788"	"ellagic-acid"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"IC50"	2970	"O00444"	"PLK4"	"ellagic-acid"
"GW-5074_CHEMBL3788"	"GW-5074"	"CHEMBL3788"	"Serine/threonine-protein kinase PLK4"	"IC50"	230	"O00444"	"PLK4"	"GW-5074"
"anandamide_CHEMBL2243"	"anandamide"	"CHEMBL2243"	"Anandamide amidohydrolase"	"IC50"	3400	"O00519"	"FAAH"	"anandamide"
"AZD-7687_CHEMBL2243"	"AZD-7687"	"CHEMBL2243"	"Anandamide amidohydrolase"	"IC50"	3700	"O00519"	"FAAH"	"AZD-7687"
"disulfiram_CHEMBL2243"	"disulfiram"	"CHEMBL2243"	"Anandamide amidohydrolase"	"IC50"	363078.05	"O00519"	"FAAH"	"disulfiram"
"ibuprofen_CHEMBL2243"	"ibuprofen"	"CHEMBL2243"	"Anandamide amidohydrolase"	"IC50"	380189.4	"O00519"	"FAAH"	"ibuprofen"
"orlistat_CHEMBL2243"	"orlistat"	"CHEMBL2243"	"Anandamide amidohydrolase"	"IC50"	1e+05	"O00519"	"FAAH"	"orlistat"
"PF-04457845_CHEMBL2243"	"PF-04457845"	"CHEMBL2243"	"Anandamide amidohydrolase"	"IC50"	7.2	"O00519"	"FAAH"	"PF-04457845"
"GDC-0941_CHEMBL5554"	"GDC-0941"	"CHEMBL5554"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide"	"IC50"	630	"O00750"	"PIK3C2B"	"GDC-0941"
"GDC-0980_CHEMBL5554"	"GDC-0980"	"CHEMBL5554"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide"	"IC50"	794	"O00750"	"PIK3C2B"	"GDC-0980"
"PI-103_CHEMBL5554"	"PI-103"	"CHEMBL5554"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide"	"IC50"	10	"O00750"	"PIK3C2B"	"PI-103"
"taselisib_CHEMBL5554"	"taselisib"	"CHEMBL5554"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide"	"IC50"	292	"O00750"	"PIK3C2B"	"taselisib"
"torin-1_CHEMBL5554"	"torin-1"	"CHEMBL5554"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide"	"IC50"	549	"O00750"	"PIK3C2B"	"torin-1"
"torin-2_CHEMBL5554"	"torin-2"	"CHEMBL5554"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide"	"IC50"	24.5	"O00750"	"PIK3C2B"	"torin-2"
"ZSTK-474_CHEMBL5554"	"ZSTK-474"	"CHEMBL5554"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide"	"IC50"	180	"O00750"	"PIK3C2B"	"ZSTK-474"
"swainsonine_CHEMBL4059"	"swainsonine"	"CHEMBL4059"	"Lysosomal alpha-mannosidase"	"IC50"	50	"O00754"	"MAN2B1"	"swainsonine"
"MK-8245_CHEMBL5555"	"MK-8245"	"CHEMBL5555"	"Acyl-CoA desaturase"	"IC50"	535.5	"O00767"	"SCD"	"MK-8245"
"propafenone_CHEMBL2321613"	"propafenone"	"CHEMBL2321613"	"Potassium channel subfamily K member 3"	"IC50"	5100	"O14649"	"KCNK3"	"propafenone"
"ilomastat_CHEMBL5028"	"ilomastat"	"CHEMBL5028"	"ADAM10"	"IC50"	135.55	"O14672"	"ADAM10"	"ilomastat"
"celecoxib_CHEMBL5658"	"celecoxib"	"CHEMBL5658"	"Prostaglandin E synthase"	"IC50"	482.5	"O14684"	"PTGES"	"celecoxib"
"curcumin_CHEMBL5658"	"curcumin"	"CHEMBL5658"	"Prostaglandin E synthase"	"IC50"	210	"O14684"	"PTGES"	"curcumin"
"indometacin_CHEMBL5658"	"indometacin"	"CHEMBL5658"	"Prostaglandin E synthase"	"IC50"	40600	"O14684"	"PTGES"	"indometacin"
"zafirlukast_CHEMBL5658"	"zafirlukast"	"CHEMBL5658"	"Prostaglandin E synthase"	"IC50"	18100	"O14684"	"PTGES"	"zafirlukast"
"doxorubicin_CHEMBL1795093"	"doxorubicin"	"CHEMBL1795093"	"Apoptotic protease-activating factor 1"	"IC50"	60600	"O14727"	"APAF1"	"doxorubicin"
"berberine_CHEMBL2916"	"berberine"	"CHEMBL2916"	"Telomerase reverse transcriptase"	"IC50"	37000	"O14746"	"TERT"	"berberine"
"camptothecin_CHEMBL2916"	"camptothecin"	"CHEMBL2916"	"Telomerase reverse transcriptase"	"IC50"	3e+05	"O14746"	"TERT"	"camptothecin"
"doxorubicin_CHEMBL2916"	"doxorubicin"	"CHEMBL2916"	"Telomerase reverse transcriptase"	"IC50"	73000	"O14746"	"TERT"	"doxorubicin"
"epigallocatechin-gallate-(-)_CHEMBL2916"	"epigallocatechin-gallate-(-)"	"CHEMBL2916"	"Telomerase reverse transcriptase"	"IC50"	1040	"O14746"	"TERT"	"epigallocatechin-gallate-(-)"
"resveratrol_CHEMBL2916"	"resveratrol"	"CHEMBL2916"	"Telomerase reverse transcriptase"	"IC50"	85000	"O14746"	"TERT"	"resveratrol"
"AZD-7762_CHEMBL4630"	"AZD-7762"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"IC50"	6.445	"O14757"	"CHEK1"	"AZD-7762"
"BMS-387032_CHEMBL4630"	"BMS-387032"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"IC50"	40000	"O14757"	"CHEK1"	"BMS-387032"
"MLN-8054_CHEMBL4630"	"MLN-8054"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"IC50"	1e+05	"O14757"	"CHEK1"	"MLN-8054"
"NMS-1286937_CHEMBL4630"	"NMS-1286937"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"IC50"	10000	"O14757"	"CHEK1"	"NMS-1286937"
"PHA-793887_CHEMBL4630"	"PHA-793887"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"IC50"	10000	"O14757"	"CHEK1"	"PHA-793887"
"PHA-848125_CHEMBL4630"	"PHA-848125"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"IC50"	10000	"O14757"	"CHEK1"	"PHA-848125"
"tofacitinib_CHEMBL4630"	"tofacitinib"	"CHEMBL4630"	"Serine/threonine-protein kinase Chk1"	"IC50"	10000	"O14757"	"CHEK1"	"tofacitinib"
"BMS-345541_CHEMBL1991"	"BMS-345541"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"IC50"	300	"O14920"	"IKBKB"	"BMS-345541"
"KIN001-260_CHEMBL1991"	"KIN001-260"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"IC50"	8.5	"O14920"	"IKBKB"	"KIN001-260"
"NMS-1286937_CHEMBL1991"	"NMS-1286937"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"IC50"	10000	"O14920"	"IKBKB"	"NMS-1286937"
"PHA-793887_CHEMBL1991"	"PHA-793887"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"IC50"	10000	"O14920"	"IKBKB"	"PHA-793887"
"PHA-848125_CHEMBL1991"	"PHA-848125"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"IC50"	10000	"O14920"	"IKBKB"	"PHA-848125"
"TAK-285_CHEMBL1991"	"TAK-285"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"IC50"	10000	"O14920"	"IKBKB"	"TAK-285"
"TAK-715_CHEMBL1991"	"TAK-715"	"CHEMBL1991"	"Inhibitor of nuclear factor kappa B kinase beta subunit"	"IC50"	10000	"O14920"	"IKBKB"	"TAK-715"
"raloxifene_CHEMBL2734"	"raloxifene"	"CHEMBL2734"	"Phospholipase D2"	"IC50"	6700	"O14939"	"PLD2"	"raloxifene"
"alisertib_CHEMBL4722"	"alisertib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	1.1	"O14965"	"AURKA"	"alisertib"
"AT-7519_CHEMBL4722"	"AT-7519"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	10000	"O14965"	"AURKA"	"AT-7519"
"AT-9283_CHEMBL4722"	"AT-9283"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	3.15	"O14965"	"AURKA"	"AT-9283"
"aurora-a-inhibitor-i_CHEMBL4722"	"aurora-a-inhibitor-i"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	390	"O14965"	"AURKA"	"aurora-a-inhibitor-i"
"barasertib_CHEMBL4722"	"barasertib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	1400	"O14965"	"AURKA"	"barasertib"
"barasertib-HQPA_CHEMBL4722"	"barasertib-HQPA"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	1400	"O14965"	"AURKA"	"barasertib-HQPA"
"doxorubicin_CHEMBL4722"	"doxorubicin"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	40	"O14965"	"AURKA"	"doxorubicin"
"ellagic-acid_CHEMBL4722"	"ellagic-acid"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	2480	"O14965"	"AURKA"	"ellagic-acid"
"ENMD-2076_CHEMBL4722"	"ENMD-2076"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	14	"O14965"	"AURKA"	"ENMD-2076"
"GSK-1070916_CHEMBL4722"	"GSK-1070916"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	1259	"O14965"	"AURKA"	"GSK-1070916"
"GSK-1904529A_CHEMBL4722"	"GSK-1904529A"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	1500	"O14965"	"AURKA"	"GSK-1904529A"
"GSK-2334470_CHEMBL4722"	"GSK-2334470"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	24905	"O14965"	"AURKA"	"GSK-2334470"
"GW-843682X_CHEMBL4722"	"GW-843682X"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	4800	"O14965"	"AURKA"	"GW-843682X"
"linifanib_CHEMBL4722"	"linifanib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	760	"O14965"	"AURKA"	"linifanib"
"midostaurin_CHEMBL4722"	"midostaurin"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	80	"O14965"	"AURKA"	"midostaurin"
"MK-2461_CHEMBL4722"	"MK-2461"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	290	"O14965"	"AURKA"	"MK-2461"
"MK-5108_CHEMBL4722"	"MK-5108"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	0.064	"O14965"	"AURKA"	"MK-5108"
"MLN-8054_CHEMBL4722"	"MLN-8054"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	34	"O14965"	"AURKA"	"MLN-8054"
"niclosamide_CHEMBL4722"	"niclosamide"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	54100	"O14965"	"AURKA"	"niclosamide"
"NMS-1286937_CHEMBL4722"	"NMS-1286937"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	10000	"O14965"	"AURKA"	"NMS-1286937"
"PHA-793887_CHEMBL4722"	"PHA-793887"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	10000	"O14965"	"AURKA"	"PHA-793887"
"PHA-848125_CHEMBL4722"	"PHA-848125"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	1051	"O14965"	"AURKA"	"PHA-848125"
"sorafenib_CHEMBL4722"	"sorafenib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	3800	"O14965"	"AURKA"	"sorafenib"
"tozasertib_CHEMBL4722"	"tozasertib"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	20	"O14965"	"AURKA"	"tozasertib"
"ZM-447439_CHEMBL4722"	"ZM-447439"	"CHEMBL4722"	"Serine/threonine-protein kinase Aurora-A"	"IC50"	110	"O14965"	"AURKA"	"ZM-447439"
"SB-203580_CHEMBL4355"	"SB-203580"	"CHEMBL4355"	"Serine/threonine-protein kinase GAK"	"IC50"	120	"O14976"	"GAK"	"SB-203580"
"daminozide_CHEMBL1938211"	"daminozide"	"CHEMBL1938211"	"Lysine-specific demethylase 6B"	"IC50"	1e+05	"O15054"	"KDM6B"	"daminozide"
"GSK-J1_CHEMBL1938211"	"GSK-J1"	"CHEMBL1938211"	"Lysine-specific demethylase 6B"	"IC50"	106.55	"O15054"	"KDM6B"	"GSK-J1"
"tranylcypromine_CHEMBL1938211"	"tranylcypromine"	"CHEMBL1938211"	"Lysine-specific demethylase 6B"	"IC50"	1e+05	"O15054"	"KDM6B"	"tranylcypromine"
"BMS-345541_CHEMBL3476"	"BMS-345541"	"CHEMBL3476"	"Inhibitor of nuclear factor kappa B kinase alpha subunit"	"IC50"	5500	"O15111"	"CHUK"	"BMS-345541"
"GSK-2334470_CHEMBL3476"	"GSK-2334470"	"CHEMBL3476"	"Inhibitor of nuclear factor kappa B kinase alpha subunit"	"IC50"	25118	"O15111"	"CHUK"	"GSK-2334470"
"KIN001-260_CHEMBL3476"	"KIN001-260"	"CHEMBL3476"	"Inhibitor of nuclear factor kappa B kinase alpha subunit"	"IC50"	250	"O15111"	"CHUK"	"KIN001-260"
"amantadine_CHEMBL1743122"	"amantadine"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	23000	"O15244"	"SLC22A2"	"amantadine"
"aripiprazole_CHEMBL1743122"	"aripiprazole"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	239000	"O15244"	"SLC22A2"	"aripiprazole"
"buspirone_CHEMBL1743122"	"buspirone"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	12000	"O15244"	"SLC22A2"	"buspirone"
"carvedilol_CHEMBL1743122"	"carvedilol"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	7500	"O15244"	"SLC22A2"	"carvedilol"
"dihydroergotamine_CHEMBL1743122"	"dihydroergotamine"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	49900	"O15244"	"SLC22A2"	"dihydroergotamine"
"dipyridamole_CHEMBL1743122"	"dipyridamole"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	2600	"O15244"	"SLC22A2"	"dipyridamole"
"disopyramide_CHEMBL1743122"	"disopyramide"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	2900	"O15244"	"SLC22A2"	"disopyramide"
"epinastine_CHEMBL1743122"	"epinastine"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	4300	"O15244"	"SLC22A2"	"epinastine"
"granisetron_CHEMBL1743122"	"granisetron"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	4300	"O15244"	"SLC22A2"	"granisetron"
"imatinib_CHEMBL1743122"	"imatinib"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	4200	"O15244"	"SLC22A2"	"imatinib"
"imipramine_CHEMBL1743122"	"imipramine"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	600	"O15244"	"SLC22A2"	"imipramine"
"indinavir_CHEMBL1743122"	"indinavir"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	142000	"O15244"	"SLC22A2"	"indinavir"
"irinotecan_CHEMBL1743122"	"irinotecan"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	2700	"O15244"	"SLC22A2"	"irinotecan"
"metformin_CHEMBL1743122"	"metformin"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	1700000	"O15244"	"SLC22A2"	"metformin"
"mitoxantrone_CHEMBL1743122"	"mitoxantrone"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	73300	"O15244"	"SLC22A2"	"mitoxantrone"
"ondansetron_CHEMBL1743122"	"ondansetron"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	1295	"O15244"	"SLC22A2"	"ondansetron"
"orphenadrine_CHEMBL1743122"	"orphenadrine"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	2500	"O15244"	"SLC22A2"	"orphenadrine"
"pantoprazole_CHEMBL1743122"	"pantoprazole"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	1500	"O15244"	"SLC22A2"	"pantoprazole"
"pentamidine_CHEMBL1743122"	"pentamidine"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	1200	"O15244"	"SLC22A2"	"pentamidine"
"pimozide_CHEMBL1743122"	"pimozide"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	34200	"O15244"	"SLC22A2"	"pimozide"
"prazosin_CHEMBL1743122"	"prazosin"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	56800	"O15244"	"SLC22A2"	"prazosin"
"rimantadine_CHEMBL1743122"	"rimantadine"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	4400	"O15244"	"SLC22A2"	"rimantadine"
"risperidone_CHEMBL1743122"	"risperidone"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	11000	"O15244"	"SLC22A2"	"risperidone"
"ritonavir_CHEMBL1743122"	"ritonavir"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	24800	"O15244"	"SLC22A2"	"ritonavir"
"tacrine_CHEMBL1743122"	"tacrine"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	680	"O15244"	"SLC22A2"	"tacrine"
"zafirlukast_CHEMBL1743122"	"zafirlukast"	"CHEMBL1743122"	"Solute carrier family 22 member 2"	"IC50"	9700	"O15244"	"SLC22A2"	"zafirlukast"
"amiloride_CHEMBL5685"	"amiloride"	"CHEMBL5685"	"Solute carrier family 22 member 1"	"IC50"	57000	"O15245"	"SLC22A1"	"amiloride"
